Season,team,team_full_name,conference,avg_age,avg_exp,avg_weight,avg_height,highest_salary,median_salary,total_salary,top_players,not_top_players,nb_championships,nb_champ_past_4y,nb_po_apperence,winner,ranking,Odds,avg_rank_last_x_years
2020,BOS,Boston Celtics,EAST,24.529411764705884,2.411764705882353,224.8235294117647,78.0,32742000,2158680.0,118272499,2,18,17,0,57,0,3.0,2900,5.230769230769231
2019,BOS,Boston Celtics,EAST,25.58823529411765,3.764705882352941,225.1764705882353,78.47058823529412,31214295,2667600.0,125541941,2,17,17,0,56,0,4.0,620,5.333333333333333
2018,BOS,Boston Celtics,EAST,25.3,2.7,219.85,77.6,29727900,1988520.0,115075693,2,19,17,0,55,0,2.0,1200,5.636363636363637
2017,BOS,Boston Celtics,EAST,25.133333333333333,4.2,219.53333333333333,77.86666666666666,26540100,2500227.0,93465328,1,19,17,0,54,0,1.0,2900,6.1
2016,BOS,Boston Celtics,EAST,24.58823529411765,3.0588235294117645,221.8235294117647,78.29411764705883,15493680,2107778.5,77202316,1,21,17,0,53,0,5.0,15500,6.222222222222222
2015,BOS,Boston Celtics,EAST,26.13636363636364,4.545454545454546,218.45454545454547,78.22727272727273,10105855,2075760.0,61092622,0,21,17,0,52,0,7.0,15000,6.125
2014,BOS,Boston Celtics,EAST,25.63157894736842,4.052631578947368,217.42105263157896,77.89473684210526,12000000,5058198.0,63769609,0,11,17,0,51,0,12.0,10000,5.285714285714286
2013,BOS,Boston Celtics,EAST,27.45,6.0,225.05,79.4,16790345,1352181.0,73021989,1,18,17,0,51,0,7.0,2000,5.0
2012,BOS,Boston Celtics,EAST,28.176470588235293,7.235294117647059,218.52941176470588,79.3529411764706,21247044,2246400.0,79820530,1,14,17,0,50,0,5.0,1600,5.0
2011,BOS,Boston Celtics,EAST,27.761904761904763,6.761904761904762,226.57142857142856,79.33333333333333,18800000,4999552.0,82045867,1,13,17,1,49,0,3.0,1000,5.5
2010,BOS,Boston Celtics,EAST,27.84210526315789,6.0,219.3684210526316,77.78947368421052,19795712,3206896.5,83552174,2,12,17,1,48,0,4.0,450,6.0
2009,BOS,Boston Celtics,EAST,26.625,5.5625,222.6875,78.5625,24751934,2500000.0,79188973,3,10,17,1,47,0,2.0,350,8.0
2008,BOS,Boston Celtics,EAST,28.2,6.666666666666667,223.53333333333333,78.8,23750000,1684070.5,74509455,3,11,17,1,46,1,1.0,1000,15.0
2025,BRK,Brooklyn Nets,EAST,24.94736842105263,3.947368421052632,214.11111111111111,79.05263157894737,40338144,4041249.0,165717974,1,14,0,0,8,0,,100000,8.25
2024,BRK,Brooklyn Nets,EAST,25.09523809523809,3.809523809523809,214.0952380952381,78.23809523809524,37893408,2210040.0,152943858,1,22,0,0,8,0,11.0,12500,8.0
2023,BRK,Brooklyn Nets,EAST,27.0,5.12,218.56,78.8,35448672,2138160.0,157516641,1,22,0,0,8,0,6.0,700,8.2
2022,BRK,Brooklyn Nets,EAST,28.541666666666668,7.041666666666667,218.25,78.04166666666667,40918900,2320000.0,172646771,2,23,0,0,7,0,7.0,240,8.333333333333334
2021,BRK,Brooklyn Nets,EAST,27.0,5.481481481481482,221.88888888888889,78.81481481481481,41254920,1517981.0,166561612,3,20,0,0,6,0,2.0,600,9.125
2020,BRK,Brooklyn Nets,EAST,26.08333333333333,4.75,216.25,78.41666666666667,37199000,1805418.0,126998206,2,22,0,0,5,0,7.0,5500,9.428571428571429
2019,BRK,Brooklyn Nets,EAST,25.21052631578948,3.473684210526316,216.94736842105263,78.15789473684211,18919725,2099800.5,118271871,0,22,0,0,4,0,7.0,125000,9.833333333333334
2018,BRK,Brooklyn Nets,EAST,25.09090909090909,3.3181818181818183,220.3636363636364,78.77272727272727,19332500,1709538.0,95964560,1,20,0,0,3,0,12.0,250000,9.4
2017,BRK,Brooklyn Nets,EAST,25.666666666666668,3.4761904761904763,222.0952380952381,78.61904761904762,21165675,1395600.0,84006170,1,24,0,0,3,0,15.0,135000,8.0
2016,BRK,Brooklyn Nets,EAST,25.764705882352946,4.176470588235294,220.2941176470588,78.88235294117646,24894863,1237860.0,83831503,2,18,0,0,3,0,14.0,30000,6.0
2015,BRK,Brooklyn Nets,EAST,27.36842105263158,5.0,224.94736842105263,79.57894736842105,23180790,2405920.0,91873492,2,14,0,0,3,0,9.0,6000,4.5
2014,BRK,Brooklyn Nets,EAST,28.84210526315789,7.052631578947368,222.73684210526315,79.15789473684211,21466718,3183000.0,102608995,1,14,0,0,2,0,5.0,1200,4.0
2013,BRK,Brooklyn Nets,EAST,27.47058823529412,5.764705882352941,220.52941176470588,79.0,19752645,1290703.0,84290205,2,14,0,0,1,0,4.0,2800,4.0
