Season,team,team_full_name,conference,avg_age,avg_exp,avg_weight,avg_height,highest_salary,median_salary,total_salary,top_players,not_top_players,nb_championships,nb_champ_past_4y,nb_po_apperence,winner,ranking,Odds,avg_rank_last_x_years
2016,NOP,New Orleans Pelicans,WEST,26.666666666666668,5.0,216.1904761904762,77.61904761904762,15514031,1437100.0,84384711,0,22,0,0,1,0,12.0,3300,10.0
2015,NOP,New Orleans Pelicans,WEST,25.476190476190474,3.6666666666666665,213.7142857142857,78.14285714285714,14898938,981084.0,69390028,1,18,0,0,1,0,8.0,7500,12.0
2014,NOP,New Orleans Pelicans,WEST,25.571428571428573,3.1904761904761907,226.9047619047619,79.9047619047619,14283844,2500000.0,62705103,1,14,0,0,45,0,12.0,10000,12.0
2025,NYK,New York Knicks,EAST,25.94736842105263,4.473684210526316,216.4,78.15789473684211,36637932,11445000.0,173561472,1,12,2,0,45,0,,725,9.666666666666666
2024,NYK,New York Knicks,EAST,26.807692307692307,5.0,216.5,78.46153846153847,28226880,1836096.0,165734884,0,25,2,0,45,0,2.0,5000,10.117647058823529
2023,NYK,New York Knicks,EAST,25.0,4.055555555555555,216.27777777777777,78.11111111111111,27733332,1601680.0,146839447,0,24,2,0,44,0,5.0,6600,10.4375
2022,NYK,New York Knicks,EAST,25.695652173913043,4.173913043478261,213.4782608695652,78.04347826086956,19800000,2210640.0,119711411,0,25,2,0,43,0,11.0,8000,10.4
2021,NYK,New York Knicks,EAST,25.157894736842103,4.2105263157894735,212.57894736842104,77.84210526315789,18900000,3500000.0,100079878,0,25,2,0,43,0,4.0,50000,10.857142857142858
2020,NYK,New York Knicks,EAST,24.764705882352946,3.882352941176471,216.58823529411765,78.0,18000000,4463640.0,111355759,0,19,2,0,42,0,12.0,100000,10.76923076923077
2019,NYK,New York Knicks,EAST,24.60869565217392,3.391304347826087,221.5217391304348,78.3913043478261,22897200,3739920.0,123388448,0,21,2,0,42,0,15.0,35000,10.416666666666666
2018,NYK,New York Knicks,EAST,25.761904761904763,4.095238095238095,221.8095238095238,79.0952380952381,20566802,2274670.0,104405157,0,22,2,0,42,0,11.0,100000,10.363636363636363
2017,NYK,New York Knicks,EAST,26.625,4.125,217.375,79.375,24559380,2224829.5,103595894,2,16,2,0,42,0,12.0,7500,10.2
2016,NYK,New York Knicks,EAST,26.75,4.75,226.75,79.125,22875000,1611180.0,75311181,1,19,2,0,42,0,13.0,24000,9.88888888888889
2015,NYK,New York Knicks,EAST,27.25,4.75,220.15,79.0,23410988,1058622.0,83022165,2,18,2,0,42,0,15.0,5500,9.25
2014,NYK,New York Knicks,EAST,28.166666666666668,6.222222222222222,224.0,78.77777777777777,22407474,1703760.0,88890427,2,11,2,0,42,0,9.0,2200,9.285714285714286
2013,NYK,New York Knicks,EAST,31.31578947368421,8.526315789473685,223.6315789473684,79.84210526315789,19948799,2806452.0,77970893,2,13,2,0,42,0,2.0,3300,10.5
2012,NYK,New York Knicks,EAST,26.88235294117647,5.529411764705882,224.2941176470588,79.29411764705883,18518574,1352181.0,76208092,2,14,2,0,41,0,7.0,1600,11.2
2011,NYK,New York Knicks,EAST,25.9,4.25,221.5,79.05,17149243,1400000.0,67016562,2,13,2,0,40,0,6.0,4000,12.5
2010,NYK,New York Knicks,EAST,25.7,4.75,219.0,78.95,23239562,3089040.0,85710076,1,14,2,0,11,0,11.0,6600,13.0
2009,NYK,New York Knicks,EAST,26.043478260869566,4.913043478260869,227.0434782608696,79.65217391304348,20840625,6750000.0,96643646,1,12,2,0,11,0,14.0,10000,12.5
2008,NYK,New York Knicks,EAST,25.866666666666667,4.8,231.8,79.06666666666666,19012500,5632200.0,96190114,0,17,2,0,11,0,14.0,6000,11.0
2025,OKC,Oklahoma City Thunder,WEST,24.21052631578948,2.3684210526315788,204.8333333333333,78.6842105263158,35859950,6669000.0,159241956,1,14,0,0,11,0,,900,6.3125
2024,OKC,Oklahoma City Thunder,WEST,24.90909090909091,3.409090909090909,209.63636363636363,79.04545454545455,33386850,2588400.0,160502705,2,23,0,0,11,0,1.0,10000,6.666666666666667
2023,OKC,Oklahoma City Thunder,WEST,23.21052631578948,2.1052631578947367,210.1578947368421,79.21052631578948,30913750,3046200.0,148489515,1,24,0,0,10,0,10.0,50000,6.428571428571429
2022,OKC,Oklahoma City Thunder,WEST,23.65384615384616,1.7307692307692308,210.19230769230768,78.88461538461539,26238422,1782621.0,80320854,1,24,0,0,10,0,14.0,50000,5.846153846153846
2021,OKC,Oklahoma City Thunder,WEST,23.818181818181817,2.6818181818181817,211.27272727272728,79.13636363636364,27500000,2283034.0,94780631,1,24,0,0,10,0,14.0,20000,5.166666666666667
2020,OKC,Oklahoma City Thunder,WEST,24.5,3.388888888888889,216.16666666666663,78.44444444444444,38506482,2028594.0,133820365,1,18,0,0,10,0,5.0,25000,5.181818181818182
2019,OKC,Oklahoma City Thunder,WEST,25.05555555555556,3.9444444444444446,217.5,78.11111111111111,35654150,1938134.5,143896557,2,18,0,0,9,0,6.0,3800,5.1
2018,OKC,Oklahoma City Thunder,WEST,26.705882352941178,5.352941176470588,219.23529411764707,79.29411764705883,28530608,2385553.5,133777615,1,17,0,0,8,0,4.0,2150,5.222222222222222
2017,OKC,Oklahoma City Thunder,WEST,25.894736842105264,3.8947368421052633,219.52631578947367,78.89473684210526,26540100,2440200.0,91339949,1,20,0,0,7,0,6.0,6000,5.125
2016,OKC,Oklahoma City Thunder,WEST,27.23529411764705,5.647058823529412,224.58823529411765,79.23529411764706,20158622,3344000.0,94622660,1,14,0,0,6,0,3.0,750,5.428571428571429
2015,OKC,Oklahoma City Thunder,WEST,25.52380952380953,4.333333333333333,222.8095238095238,78.9047619047619,18995624,2621001.5,78791632,1,15,0,0,5,0,9.0,600,4.833333333333333
2014,OKC,Oklahoma City Thunder,WEST,27.22222222222222,5.444444444444445,224.94444444444449,79.22222222222223,17832627,2101020.0,71181364,2,12,0,0,5,0,2.0,550,5.4
2013,OKC,Oklahoma City Thunder,WEST,25.75,4.625,222.4375,79.4375,16669630,2020200.0,67863244,2,13,0,0,4,0,1.0,450,6.5
2012,OKC,Oklahoma City Thunder,WEST,26.125,4.625,221.9375,78.625,15506632,3286498.5,59501709,1,15,0,0,3,0,2.0,700,8.0
2011,OKC,Oklahoma City Thunder,WEST,25.166666666666668,4.055555555555555,226.94444444444449,79.44444444444444,13250000,3633860.0,55922488,1,13,0,0,2,0,4.0,1600,10.0
2010,OKC,Oklahoma City Thunder,WEST,25.166666666666668,3.2222222222222223,222.22222222222223,79.11111111111111,7350000,2759628.0,58438646,0,19,0,0,1,0,7.0,12500,13.0
2009,OKC,Oklahoma City Thunder,WEST,25.55,4.1,224.95,80.0,7647500,3493680.0,68341605,0,19,0,0,17,0,13.0,20000,13.0
2025,ORL,Orlando Magic,EAST,25.09523809523809,4.0,213.85,78.71428571428571,25000000,9057971.0,150359238,0,15,0,0,17,0,,8000,9.222222222222221
2024,ORL,Orlando Magic,EAST,24.444444444444443,3.333333333333333,221.8333333333333,79.27777777777777,17400000,6392625.5,130964229,0,18,0,0,17,0,5.0,25000,9.470588235294118
2023,ORL,Orlando Magic,EAST,23.85,3.2,220.6,79.4,17400000,3433320.0,125177282,0,21,0,0,16,0,13.0,50000,9.25
2022,ORL,Orlando Magic,EAST,24.454545454545453,2.772727272727273,214.0,78.0,20482143,3277080.0,125358212,0,25,0,0,16,0,15.0,50000,8.866666666666667
2021,ORL,Orlando Magic,EAST,24.857142857142858,3.4285714285714284,213.67857142857144,77.89285714285714,28489239,2586036.0,114211579,1,22,0,0,16,0,14.0,20000,8.5
2020,ORL,Orlando Magic,EAST,26.0,3.789473684210526,212.31578947368425,78.52631578947368,28000000,3000000.0,133294669,1,20,0,0,16,0,8.0,20000,8.538461538461538
2019,ORL,Orlando Magic,EAST,24.94117647058824,2.9411764705882355,215.8235294117647,78.58823529411765,21590909,2527768.0,114566809,0,20,0,0,15,0,6.0,75000,8.75
2018,ORL,Orlando Magic,EAST,25.21052631578948,3.736842105263158,217.73684210526315,78.52631578947368,17000000,4078320.0,95538311,0,19,0,0,14,0,14.0,250000,8.272727272727273
2017,ORL,Orlando Magic,EAST,25.473684210526315,3.631578947368421,219.3684210526316,78.6842105263158,17000000,4130580.0,104110336,0,18,0,0,14,0,13.0,22500,7.8
2016,ORL,Orlando Magic,EAST,24.88235294117647,3.4705882352941178,216.7058823529412,78.47058823529412,11250000,2380594.0,63349656,0,19,0,0,14,0,11.0,50000,7.444444444444445
2015,ORL,Orlando Magic,EAST,24.933333333333334,3.733333333333333,221.9333333333333,78.8,8175476,2134217.0,53338463,0,20,0,0,14,0,13.0,25000,6.75
2014,ORL,Orlando Magic,EAST,24.8125,3.375,227.125,78.5625,22346536,2500000.0,80664910,1,16,0,0,14,0,13.0,30000,5.857142857142857
2013,ORL,Orlando Magic,EAST,25.22222222222222,3.8333333333333335,224.27777777777777,78.5,20807922,1768800.0,87114818,1,18,0,0,14,0,15.0,15000,4.333333333333333
2012,ORL,Orlando Magic,EAST,26.375,5.3125,219.6875,78.25,19269307,2973300.0,86962825,2,14,0,0,14,0,6.0,2500,4.0
2011,ORL,Orlando Magic,EAST,28.176470588235293,7.176470588235294,220.23529411764707,78.52941176470588,17730694,3750000.0,90770804,0,14,0,0,13,0,4.0,1000,4.0
2010,ORL,Orlando Magic,EAST,27.75,6.333333333333333,220.0833333333333,78.16666666666667,18876000,4000000.0,82200916,1,12,0,0,12,0,2.0,1000,4.666666666666667
2009,ORL,Orlando Magic,EAST,27.875,6.0625,213.125,78.3125,16447871,4900000.0,69672979,1,12,0,0,11,0,3.0,2000,5.5
2008,ORL,Orlando Magic,EAST,26.9375,5.3125,221.5625,79.0625,14880000,2970000.0,58165973,1,15,0,0,10,0,3.0,4000,8.0
2025,PHI,Philadelphia 76ers,EAST,27.21052631578948,5.842105263157895,219.92857142857144,77.6842105263158,51415938,7975000.0,176179246,2,9,2,0,40,0,,1400,8.0
2024,PHI,Philadelphia 76ers,EAST,27.821428571428573,6.428571428571429,214.1071428571429,78.10714285714286,47607350,2019706.0,166735219,2,23,2,0,40,0,7.0,1800,8.058823529411764
2023,PHI,Philadelphia 76ers,EAST,25.95238095238096,4.714285714285714,217.9047619047619,78.28571428571429,37633050,2125200.0,149571525,3,18,2,0,39,0,3.0,1400,8.375
2022,PHI,Philadelphia 76ers,EAST,26.39130434782609,5.0,219.08695652173915,78.56521739130434,44310840,1517981.0,147997711,3,21,2,0,38,0,4.0,1600,8.666666666666666
2021,PHI,Philadelphia 76ers,EAST,25.95652173913044,4.260869565217392,216.8260869565217,78.47826086956522,34358850,1732194.5,146167304,3,17,2,0,37,0,1.0,2000,9.214285714285714
2020,PHI,Philadelphia 76ers,EAST,25.789473684210527,4.0,218.4736842105264,78.42105263157895,32742000,2028594.0,131997240,3,16,2,0,36,0,6.0,775,9.461538461538462
2019,PHI,Philadelphia 76ers,EAST,25.807692307692307,4.115384615384615,222.92307692307693,79.3076923076923,25467250,2502843.5,112942947,1,19,2,0,35,0,3.0,2000,10.0
2018,PHI,Philadelphia 76ers,EAST,25.26086956521739,3.652173913043478,220.17391304347825,78.34782608695652,23000000,1471382.0,100223563,1,22,2,0,34,0,3.0,19000,10.636363636363637
2017,PHI,Philadelphia 76ers,EAST,24.61904761904762,2.4285714285714284,222.42857142857144,79.38095238095238,11027027,1514160.0,85535372,0,25,2,0,33,0,14.0,50000,10.3
2016,PHI,Philadelphia 76ers,EAST,24.33333333333333,2.7777777777777777,214.27777777777777,77.94444444444444,12000000,1100602.0,63646397,0,23,2,0,33,0,15.0,100000,9.777777777777779
2015,PHI,Philadelphia 76ers,EAST,23.76,1.92,214.32,78.6,11250000,1120920.0,56356304,0,25,2,0,33,0,14.0,50000,9.25
2014,PHI,Philadelphia 76ers,EAST,23.30434782608696,1.6521739130434785,219.91304347826087,79.21739130434783,14021788,3002950.5,58945006,1,13,2,0,33,0,14.0,10000,8.571428571428571
2013,PHI,Philadelphia 76ers,EAST,25.41176470588235,4.117647058823529,221.52941176470588,78.41176470588235,16889000,2909522.0,84032270,1,17,2,0,33,0,10.0,5000,8.333333333333334
2012,PHI,Philadelphia 76ers,EAST,26.0,4.3125,227.8125,79.625,17059727,2896232.0,66672368,2,12,2,0,33,0,8.0,12500,8.4
2011,PHI,Philadelphia 76ers,EAST,26.466666666666665,5.066666666666666,225.06666666666663,79.4,15959099,3788520.0,68915246,1,13,2,0,32,0,7.0,10000,8.75
2010,PHI,Philadelphia 76ers,EAST,26.1875,4.75,220.9375,79.125,14858471,1902700.0,64883448,1,13,2,0,31,0,13.0,6600,7.333333333333333
2009,PHI,Philadelphia 76ers,EAST,27.307692307692307,6.076923076923077,224.07692307692307,78.84615384615384,13757844,2678060.0,68301007,1,13,2,0,31,0,6.0,2500,8.0
2008,PHI,Philadelphia 76ers,EAST,25.866666666666667,3.866666666666666,218.46666666666667,79.2,19000000,2442444.5,74038229,1,17,2,0,30,0,7.0,15000,9.0
2025,PHO,Phoenix Suns,WEST,28.047619047619047,5.761904761904762,215.76470588235293,78.33333333333333,51179021,8250000.0,219627801,3,10,0,0,33,0,,3500,8.61111111111111
2024,PHO,Phoenix Suns,WEST,27.681818181818183,6.5,223.27272727272728,78.22727272727273,47649433,2623236.5,191331329,2,20,0,0,33,0,6.0,600,8.764705882352942
2023,PHO,Phoenix Suns,WEST,27.6,5.75,216.0,78.4,44119845,1836090.0,172327721,1,19,0,0,32,0,4.0,1000,9.0625
2022,PHO,Phoenix Suns,WEST,26.82608695652174,4.521739130434782,216.5217391304348,78.43478260869566,31650600,3768342.0,135742648,2,21,0,0,31,0,1.0,1500,9.6
2021,PHO,Phoenix Suns,WEST,26.294117647058822,4.352941176470588,213.23529411764707,78.11764705882354,41358814,3925000.0,127115196,2,15,0,0,30,0,2.0,4000,10.142857142857142
2020,PHO,Phoenix Suns,WEST,24.105263157894736,2.473684210526316,207.94736842105263,78.10526315789474,27285000,3481986.0,121137310,1,18,0,0,29,0,10.0,50000,10.153846153846153
2019,PHO,Phoenix Suns,WEST,25.416666666666668,4.333333333333333,213.54166666666663,78.625,19245370,3208630.0,109405766,0,25,0,0,29,0,15.0,75000,9.75
2018,PHO,Phoenix Suns,WEST,24.27272727272728,3.0454545454545454,215.8636363636364,77.81818181818181,16384175,3073800.0,92518634,0,23,0,0,29,0,15.0,125000,9.272727272727273
2017,PHO,Phoenix Suns,WEST,25.55555555555556,4.333333333333333,218.38888888888889,77.88888888888889,14000000,2223600.0,85115778,0,21,0,0,29,0,15.0,85000,8.7
2016,PHO,Phoenix Suns,WEST,25.65217391304348,3.652173913043478,214.43478260869568,78.04347826086956,13086957,1329673.5,69701209,0,22,0,0,29,0,14.0,30000,8.11111111111111
2015,PHO,Phoenix Suns,WEST,25.65217391304348,3.217391304347826,213.6086956521739,77.73913043478261,12173913,2038500.0,66503432,0,22,0,0,29,0,10.0,8500,7.875
2014,PHO,Phoenix Suns,WEST,25.8,3.2,223.0,78.86666666666666,14487500,2626473.0,64412586,1,16,0,0,29,0,9.0,20000,7.714285714285714
2013,PHO,Phoenix Suns,WEST,26.1875,3.875,221.875,79.25,7500000,2781520.0,60844774,0,18,0,0,29,0,15.0,15000,6.5
2012,PHO,Phoenix Suns,WEST,28.53846153846154,6.769230769230769,222.07692307692307,79.0,11689062,4000000.0,66340576,0,16,0,0,29,0,10.0,10000,5.8
2011,PHO,Phoenix Suns,WEST,27.473684210526315,5.2105263157894735,225.94736842105263,79.73684210526316,17300000,2737534.0,65979054,1,15,0,0,29,0,10.0,5000,4.75
2010,PHO,Phoenix Suns,WEST,26.73333333333333,4.866666666666666,229.0,79.93333333333334,16378325,1801140.0,75288544,1,15,0,0,29,0,3.0,6600,5.333333333333333
2009,PHO,Phoenix Suns,WEST,27.05555555555556,5.055555555555555,225.38888888888889,78.66666666666667,21000000,1661860.0,76130408,1,13,0,0,28,0,9.0,1500,3.5
2008,PHO,Phoenix Suns,WEST,29.125,6.75,224.9375,78.875,20000000,1830000.0,71323049,1,12,0,0,28,0,5.0,500,2.0
2025,POR,Portland Trail Blazers,WEST,24.42105263157895,3.1578947368421053,209.94444444444449,79.21052631578948,34005126,6614160.0,167086613,1,16,1,0,37,0,,100000,8.0
2024,POR,Portland Trail Blazers,WEST,24.27272727272728,2.3181818181818183,215.1818181818182,78.9090909090909,32459438,1951220.0,165919847,0,25,1,0,37,0,15.0,12500,7.588235294117647
2023,POR,Portland Trail Blazers,WEST,24.5,3.333333333333333,209.91666666666663,78.20833333333333,42492492,1836090.0,144235655,1,24,1,0,37,0,13.0,8000,7.25
2022,POR,Portland Trail Blazers,WEST,24.96296296296296,3.703703703703704,214.59259259259247,77.55555555555556,39344900,1789256.0,123351452,1,24,1,0,37,0,13.0,5000,6.866666666666666
2021,POR,Portland Trail Blazers,WEST,25.529411764705884,4.941176470588236,217.2941176470588,78.29411764705883,31626953,2548235.0,130336680,2,16,1,0,37,0,6.0,4000,6.928571428571429
2020,POR,Portland Trail Blazers,WEST,25.35,4.65,225.1,79.3,29802321,2105520.0,137375609,2,19,1,0,36,0,8.0,3500,6.846153846153846
2019,POR,Portland Trail Blazers,WEST,24.5,3.888888888888889,221.5,78.94444444444444,27977689,3158659.0,132512467,1,17,1,0,35,0,4.0,30000,7.083333333333333
2018,POR,Portland Trail Blazers,WEST,24.0625,3.375,225.8125,79.4375,26153057,2602894.5,119265264,2,18,1,0,34,0,3.0,31500,7.454545454545454
2017,POR,Portland Trail Blazers,WEST,24.266666666666666,3.066666666666667,221.6,78.86666666666666,24328425,6666667.0,111872768,1,14,1,0,33,0,8.0,13000,7.4
2016,POR,Portland Trail Blazers,WEST,24.5625,3.0,218.0,78.5,9638554,2854940.0,61000674,0,18,1,0,32,0,5.0,30000,7.666666666666667
2015,POR,Portland Trail Blazers,WEST,26.33333333333333,4.611111111111111,220.94444444444449,79.11111111111111,19317326,3150000.0,92220907,1,16,1,0,31,0,6.0,5000,7.875
2014,POR,Portland Trail Blazers,WEST,25.33333333333333,3.866666666666666,221.86666666666667,78.93333333333334,17888932,2948988.0,80253518,1,15,1,0,30,0,4.0,8000,8.428571428571429
2013,POR,Portland Trail Blazers,WEST,24.933333333333334,3.2666666666666666,218.46666666666667,79.06666666666666,16460538,2338721.0,73757590,1,16,1,0,29,0,11.0,10000,8.0
2012,POR,Portland Trail Blazers,WEST,26.72222222222222,5.222222222222222,219.72222222222223,79.27777777777777,15032144,1962082.5,78568536,0,16,1,0,29,0,11.0,3300,7.4
2011,POR,Portland Trail Blazers,WEST,27.444444444444443,4.833333333333333,223.88888888888889,80.11111111111111,13520500,1645440.0,74584058,0,15,1,0,29,0,6.0,2800,7.75
2010,POR,Portland Trail Blazers,WEST,25.73684210526316,4.315789473684211,219.05263157894737,79.3157894736842,9000000,2143080.0,56946258,0,17,1,0,28,0,6.0,2000,8.333333333333334
2009,POR,Portland Trail Blazers,WEST,24.066666666666663,2.933333333333333,224.26666666666668,80.0,17180000,3771133.0,80260059,1,16,1,0,27,0,2.0,3000,11.5
2008,POR,Portland Trail Blazers,WEST,23.857142857142858,2.7857142857142856,217.7142857142857,79.21428571428571,15070000,3487040.0,73241335,1,15,1,0,11,0,10.0,8000,13.0
2025,SAC,Sacramento Kings,WEST,26.15,4.45,211.8125,78.5,40500000,8000000.0,167640684,2,11,0,0,11,0,,6600,11.61111111111111
2024,SAC,Sacramento Kings,WEST,26.15,4.1,212.85,78.9,32600060,2019706.0,149993550,2,23,0,0,11,0,9.0,3500,11.764705882352942
2023,SAC,Sacramento Kings,WEST,25.65,4.05,216.1,78.9,30351780,1906496.5,134629166,1,23,0,0,11,0,3.0,50000,12.3125
2022,SAC,Sacramento Kings,WEST,25.15384615384616,4.269230769230769,215.34615384615384,78.65384615384616,28103500,3866000.0,129677197,1,21,0,0,42,0,12.0,25000,12.333333333333334
2021,SAC,Sacramento Kings,WEST,24.875,3.4166666666666665,217.04166666666663,78.70833333333333,24701834,1569272.5,104931498,2,20,0,0,42,0,12.0,25000,12.357142857142858
2020,SAC,Sacramento Kings,WEST,26.08695652173913,4.304347826086956,218.69565217391303,79.17391304347827,24147727,3655000.0,117679921,1,21,0,0,42,0,12.0,15000,12.384615384615385
2019,SAC,Sacramento Kings,WEST,24.8,3.25,217.75,78.9,24107258,2270496.0,103537060,1,22,0,0,42,0,9.0,200000,12.666666666666666
2018,SAC,Sacramento Kings,WEST,25.666666666666668,4.0,222.16666666666663,79.16666666666667,12307692,2365560.0,95682824,0,23,0,0,42,0,12.0,125000,12.727272727272727
2017,SAC,Sacramento Kings,WEST,26.73684210526316,5.421052631578948,219.26315789473685,78.3157894736842,13333333,3551160.0,96043092,0,21,0,0,42,0,12.0,50000,12.8
2016,SAC,Sacramento Kings,WEST,26.4,5.0,221.6,78.66666666666667,14728844,2249593.5,71840771,1,17,0,0,42,0,10.0,30000,13.11111111111111
2015,SAC,Sacramento Kings,WEST,26.105263157894736,4.421052631578948,227.68421052631567,79.26315789473684,19317325,1768653.0,73675912,1,18,0,0,42,0,13.0,25000,13.125
2014,SAC,Sacramento Kings,WEST,25.82608695652174,4.043478260869565,228.0434782608696,78.73913043478261,17888931,4588384.0,78765372,1,14,0,0,42,0,13.0,15000,13.142857142857142
2013,SAC,Sacramento Kings,WEST,25.352941176470587,3.647058823529412,216.8235294117647,78.17647058823529,8083000,3125000.0,54317436,0,14,0,0,42,0,13.0,25000,13.166666666666666
2012,SAC,Sacramento Kings,WEST,24.4,3.066666666666667,221.4,79.0,8500000,3000642.0,48950236,0,14,0,0,42,0,14.0,20000,13.0
2011,SAC,Sacramento Kings,WEST,24.75,2.625,224.8125,79.1875,13428129,1185660.0,45268465,1,15,0,0,42,0,14.0,15000,12.75
2010,SAC,Sacramento Kings,WEST,25.35,3.05,227.65,79.75,13655268,2035920.0,67515718,1,18,0,0,42,0,14.0,25000,12.333333333333334
2009,SAC,Sacramento Kings,WEST,26.761904761904763,4.285714285714286,220.3333333333333,79.28571428571429,8760335,2400443.0,69204512,0,18,0,0,42,0,15.0,20000,11.0
2008,SAC,Sacramento Kings,WEST,27.0,5.105263157894737,221.8421052631579,79.36842105263158,10500000,2444300.0,63403225,0,20,0,0,42,0,11.0,5000,11.0
2025,SAS,San Antonio Spurs,WEST,24.38095238095238,3.6666666666666665,208.27777777777777,78.61904761904762,29347826,9104643.5,142918889,1,13,5,0,42,0,,10000,5.777777777777778
2024,SAS,San Antonio Spurs,WEST,23.4,2.55,214.9,78.95,20000000,4341600.0,140908582,0,25,5,0,42,0,14.0,15000,5.294117647058823
2023,SAS,San Antonio Spurs,WEST,23.65217391304348,3.0,218.1304347826087,78.8695652173913,13750000,2600000.0,101438004,0,25,5,0,42,0,15.0,50000,4.6875
2022,SAS,San Antonio Spurs,WEST,25.166666666666668,3.5416666666666665,214.54166666666663,78.25,18620165,3804360.0,126730143,0,25,5,0,42,0,10.0,30000,4.333333333333333
2021,SAS,San Antonio Spurs,WEST,25.61111111111111,4.555555555555555,218.94444444444449,78.61111111111111,27739975,2892000.0,128746873,1,20,5,0,42,0,10.0,25000,3.9285714285714284
2020,SAS,San Antonio Spurs,WEST,26.22222222222222,5.111111111111111,220.44444444444449,78.77777777777777,27739975,2875000.0,123395102,2,17,5,0,42,0,11.0,6000,3.3846153846153846
2019,SAS,San Antonio Spurs,WEST,27.6875,6.0625,224.4375,79.5625,27739975,2493500.0,122398215,1,19,5,0,42,0,7.0,10000,3.0833333333333335
2018,SAS,San Antonio Spurs,WEST,28.058823529411764,6.0,215.2941176470588,78.70588235294117,21461010,1881250.0,116153554,0,19,5,0,41,0,7.0,1800,2.727272727272727
2017,SAS,San Antonio Spurs,WEST,28.6875,6.1875,216.25,79.0,20575005,1371869.5,108640621,0,20,5,1,40,0,2.0,925,2.8
2016,SAS,San Antonio Spurs,WEST,31.058823529411764,8.647058823529411,221.41176470588235,79.23529411764706,19500000,1499187.0,87365099,1,17,5,1,39,0,2.0,500,2.888888888888889
2015,SAS,San Antonio Spurs,WEST,28.41176470588235,6.235294117647059,223.05882352941177,79.23529411764706,12500000,2475375.0,69614583,0,18,5,1,38,0,4.0,350,2.75
2014,SAS,San Antonio Spurs,WEST,27.84210526315789,5.368421052631579,220.26315789473685,78.84210526315789,12500000,3256250.0,63666028,0,14,5,1,37,1,1.0,1200,3.0
2013,SAS,San Antonio Spurs,WEST,27.823529411764707,5.705882352941177,221.8235294117647,78.6470588235294,14107492,2680960.0,69787704,1,15,4,0,36,0,2.0,1600,3.1666666666666665
2012,SAS,San Antonio Spurs,WEST,26.904761904761905,4.285714285714286,220.42857142857144,78.14285714285714,21164619,1463520.0,73732762,1,16,4,0,35,0,1.0,3300,3.6
2011,SAS,San Antonio Spurs,WEST,27.35,4.4,216.7,78.55,18700000,918000.0,69522311,1,18,4,0,34,0,1.0,2500,4.25
2010,SAS,San Antonio Spurs,WEST,28.11764705882353,5.764705882352941,219.94117647058823,78.94117647058823,22183220,2870190.0,79338309,1,13,4,1,33,0,8.0,1000,3.0
2009,SAS,San Antonio Spurs,WEST,28.7,5.45,217.15,78.7,20598704,1881137.5,68020487,1,17,4,1,32,0,4.0,800,2.5
2008,SAS,San Antonio Spurs,WEST,29.09523809523809,5.9523809523809526,212.57142857142856,78.71428571428571,19014188,1944000.0,70048523,1,18,4,2,31,0,2.0,450,3.0
2008,SEA,Seattle SuperSonics,WEST,26.80952380952381,4.571428571428571,219.57142857142856,79.04761904761905,6500000,3250050.0,60861388,0,16,1,0,13,0,15.0,7500,14.0
2025,TOR,Toronto Raptors,EAST,25.36842105263158,3.631578947368421,210.6153846153846,78.21052631578948,32500000,10130980.0,155718137,1,12,1,0,13,0,,50000,6.777777777777778
2024,TOR,Toronto Raptors,EAST,25.9,4.266666666666667,208.3333333333333,77.96666666666667,23883929,3000000.0,161292652,0,25,1,0,13,0,12.0,8000,6.470588235294118
2023,TOR,Toronto Raptors,EAST,25.75,4.3,213.85,78.95,35448672,1836090.0,149485166,1,24,1,0,13,0,9.0,4000,6.3125
2022,TOR,Toronto Raptors,EAST,24.73913043478261,3.347826086956522,211.7391304347826,78.30434782608695,33003936,1746006.5,133867382,1,23,1,1,13,0,5.0,15000,6.4
2021,TOR,Toronto Raptors,EAST,25.77272727272728,3.6818181818181817,215.1818181818182,78.22727272727273,30559200,1950600.0,128120879,2,19,1,1,12,0,12.0,3000,6.0
2020,TOR,Toronto Raptors,EAST,25.27777777777778,3.388888888888889,213.11111111111111,77.88888888888889,33296296,1935015.5,123355096,2,18,1,1,12,0,2.0,5500,6.3076923076923075
2019,TOR,Toronto Raptors,EAST,26.954545454545453,5.227272727272728,217.1818181818182,78.4090909090909,31200000,1272475.5,136242478,1,17,1,1,11,1,2.0,1850,6.666666666666667
2018,TOR,Toronto Raptors,EAST,24.77777777777778,3.388888888888889,220.66666666666663,78.83333333333333,28703704,1504560.0,116574876,2,17,0,0,10,0,1.0,15000,7.181818181818182
2017,TOR,Toronto Raptors,EAST,25.11764705882353,3.823529411764706,224.0,78.6470588235294,26540100,1921320.0,108664969,1,18,0,0,9,0,3.0,5500,7.6
2016,TOR,Toronto Raptors,EAST,25.375,4.0625,226.625,78.9375,13500000,2171000.0,71934665,0,20,0,0,8,0,2.0,6600,8.222222222222221
2015,TOR,Toronto Raptors,EAST,25.866666666666667,4.6,227.53333333333333,79.26666666666667,12000000,3678360.0,75562364,0,17,0,0,7,0,4.0,5000,8.75
2014,TOR,Toronto Raptors,EAST,26.1,4.3,223.35,78.8,9500000,3354720.0,53076014,0,14,0,0,6,0,4.0,15000,9.428571428571429
2013,TOR,Toronto Raptors,EAST,25.944444444444443,4.388888888888889,221.72222222222223,78.55555555555556,16460538,2959625.0,66974563,1,15,0,0,5,0,9.0,25000,9.5
