,player_name,Salary,Season,team
0,Trae Young,37096500,2023,ATL
1,John Collins,23500000,2023,ATL
2,Clint Capela,18706897,2023,ATL
3,Bogdan Bogdanović,18000000,2023,ATL
4,Dejounte Murray,16571120,2023,ATL
5,De'Andre Hunter,9835881,2023,ATL
6,Onyeka Okongwu,6395160,2023,ATL
7,AJ Griffin,3536160,2023,ATL
8,Saddiq Bey,2959080,2023,ATL
9,Jalen Johnson,2792640,2023,ATL
10,Bruno Fernando,2717391,2023,ATL
11,Garrison Mathews,2000000,2023,ATL
12,Aaron Holiday,1836090,2023,ATL
13,Vit Krejci,1563518,2023,ATL
14,Tyrese Martin,1017781,2023,ATL
15,Derrick Favors,105522,2023,ATL
16,Sharife Cooper,0,2023,ATL
17,Trent Forrest,0,2023,ATL
18,Jarrett Culver,0,2023,ATL
19,Donovan Williams,0,2023,ATL
20,Jayson Tatum,30351780,2023,BOS
21,Jaylen Brown,28741071,2023,BOS
22,Al Horford,26500000,2023,BOS
23,Malcolm Brogdon,22600000,2023,BOS
24,Marcus Smart,17457142,2023,BOS
25,Derrick White,16892857,2023,BOS
26,Robert Williams,10937502,2023,BOS
27,Danilo Gallinari,6479000,2023,BOS
28,Grant Williams,4306281,2023,BOS
29,Mike Muscala,3500000,2023,BOS
30,Payton Pritchard,2239200,2023,BOS
31,Luke Kornet,2133278,2023,BOS
32,Blake Griffin,1836090,2023,BOS
33,Sam Hauser,1637966,2023,BOS
34,Demetrius Jackson,92857,2023,BOS
35,Justin Champagnie,28241,2023,BOS
36,JD Davison,0,2023,BOS
37,Mfiondu Kabengele,0,2023,BOS
38,Ben Simmons,35448672,2023,BRK
39,Mikal Bridges,20100000,2023,BRK
40,Spencer Dinwiddie,19500000,2023,BRK
41,Joe Harris,18642857,2023,BRK
42,Dorian Finney-Smith,12939848,2023,BRK
43,Royce O'Neale,9200000,2023,BRK
44,Nic Claxton,8500000,2023,BRK
45,Seth Curry,8496653,2023,BRK
46,Patty Mills,6479000,2023,BRK
47,Cameron Johnson,5887899,2023,BRK
48,Jevon Carter,3925000,2023,BRK
49,Cam Thomas,2138160,2023,BRK
50,Day'Ron Sharpe,2109480,2023,BRK
51,Edmond Sumner,1968175,2023,BRK
52,Yuta Watanabe,1836090,2023,BRK
53,Moses Brown,105522,2023,BRK
54,Moses Brown,105522,2023,BRK
55,Nerlens Noel,105522,2023,BRK
56,David Duke,28241,2023,BRK
57,Dru Smith,0,2023,BRK
58,David Duke,0,2023,BRK
59,RaiQuan Gray,0,2023,BRK
60,Alondes Williams,0,2023,BRK
61,Gordon Hayward,30075000,2023,CHO
62,Terry Rozier,21486316,2023,CHO
63,Kelly Oubre,12600000,2023,CHO
64,Reggie Jackson,10876844,2023,CHO
65,Nicolas Batum,8856969,2023,CHO
66,LaMelo Ball,8623920,2023,CHO
67,Cody Martin,7000000,2023,CHO
68,P.J. Washington,5808435,2023,CHO
69,James Bouknight,4362240,2023,CHO
70,Mark Williams,3722040,2023,CHO
71,Kai Jones,2909040,2023,CHO
72,Svi Mykhailiuk,1836090,2023,CHO
73,Dennis Smith,1836090,2023,CHO
74,Nick Richards,1782621,2023,CHO
75,JT Thor,1563518,2023,CHO
76,Bryce McGowens,1075000,2023,CHO
77,Xavier Sneed,94136,2023,CHO
78,Kobi Simmons,32795,2023,CHO
79,Bryce McGowens,0,2023,CHO
80,Théo Maledon,0,2023,CHO
81,Kobi Simmons,0,2023,CHO
82,Xavier Sneed,0,2023,CHO
83,Zach LaVine,37096500,2023,CHI
84,DeMar DeRozan,27300000,2023,CHI
85,Nikola Vučević,22000000,2023,CHI
86,Lonzo Ball,19534884,2023,CHI
87,Alex Caruso,9030000,2023,CHI
88,Patrick Williams,7775400,2023,CHI
89,Coby White,7413955,2023,CHI
90,Andre Drummond,3200000,2023,CHI
91,Derrick Jones,3200000,2023,CHI
92,Dalen Terry,3191400,2023,CHI
93,Tony Bradley,2036318,2023,CHI
94,Goran Dragić,1836090,2023,CHI
95,Javonte Green,1815677,2023,CHI
96,Marko Simonovic,1563518,2023,CHI
97,Ayo Dosunmu,1563518,2023,CHI
98,Patrick Beverley,506508,2023,CHI
99,Carlik Jones,357717,2023,CHI
100,Justin Lewis,0,2023,CHI
101,Malcolm Hill,0,2023,CHI
102,Kostas Antetokounmpo,0,2023,CHI
103,Carlik Jones,0,2023,CHI
104,Terry Taylor,0,2023,CHI
105,Justin Lewis,0,2023,CHI
106,Donovan Mitchell,30913750,2023,CLE
107,Kevin Love,27442830,2023,CLE
108,Jarrett Allen,20000000,2023,CLE
109,Caris LeVert,18796296,2023,CLE
110,Darius Garland,8920795,2023,CLE
111,Evan Mobley,8478720,2023,CLE
112,Cedi Osman,7426088,2023,CLE
113,Isaac Okoro,7040880,2023,CLE
114,Ricky Rubio,5853659,2023,CLE
115,Dylan Windler,4037278,2023,CLE
116,Danny Green,2000000,2023,CLE
117,Dean Wade,1930681,2023,CLE
118,Raul Neto,1836090,2023,CLE
119,Robin Lopez,1836090,2023,CLE
120,Lamar Stevens,1782621,2023,CLE
121,Sam Merrill,850000,2023,CLE
122,Sam Merrill,105522,2023,CLE
123,Isaiah Mobley,0,2023,CLE
124,RJ Nembhard,0,2023,CLE
125,Mamadi Diakite,0,2023,CLE
126,Marcos Louzada Silva,0,2023,CLE
127,Kyrie Irving,38917057,2023,DAL
128,Luka Dončić,37096500,2023,DAL
129,Tim Hardaway,19602273,2023,DAL
130,Dāvis Bertāns,16000000,2023,DAL
131,Christian Wood,14317459,2023,DAL
132,Dwight Powell,11080125,2023,DAL
133,Reggie Bullock,10012800,2023,DAL
134,Maxi Kleber,9000000,2023,DAL
135,JaVale McGee,5461219,2023,DAL
136,Josh Green,3098400,2023,DAL
137,Frank Ntilikina,2036318,2023,DAL
138,Theo Pinson,1836090,2023,DAL
139,Markieff Morris,1836090,2023,DAL
140,Jaden Hardy,1017781,2023,DAL
141,Kemba Walker,684712,2023,DAL
142,Justin Holiday,569821,2023,DAL
143,Facundo Campazzo,464299,2023,DAL
144,Chris Silva,105522,2023,DAL
145,Chris Silva,105522,2023,DAL
146,Tyler Dorsey,0,2023,DAL
147,McKinley Wright,0,2023,DAL
148,A.J. Lawson,0,2023,DAL
149,Nikola Jokić,33047803,2023,DEN
150,Jamal Murray,31650600,2023,DEN
151,Michael Porter,30913750,2023,DEN
152,Aaron Gordon,19690909,2023,DEN
153,Kentavious Caldwell-Pope,14004703,2023,DEN
154,Bruce Brown,6479000,2023,DEN
155,Ish Smith,4725000,2023,DEN
156,Jeff Green,4500000,2023,DEN
157,Christian Braun,2808600,2023,DEN
158,Zeke Nnaji,2617800,2023,DEN
159,Vlatko Čančar,2234359,2023,DEN
160,Peyton Watson,2193960,2023,DEN
161,Thomas Bryant,1836090,2023,DEN
162,DeAndre Jordan,1836090,2023,DEN
163,Reggie Jackson,580373,2023,DEN
164,Collin Gillespie,0,2023,DEN
165,Jack White,0,2023,DEN
166,Bojan Bogdanović,19550000,2023,DET
167,Marvin Bagley,12500000,2023,DET
168,Cade Cunningham,10552800,2023,DET
169,Alec Burks,10012800,2023,DET
170,James Wiseman,9603360,2023,DET
171,Nerlens Noel,9240000,2023,DET
172,Kemba Walker,9165471,2023,DET
173,DeAndre Jordan,7827907,2023,DET
174,Jaden Ivey,7252200,2023,DET
175,Killian Hayes,5837760,2023,DET
176,Hamidou Diallo,5200000,2023,DET
177,Cory Joseph,5155500,2023,DET
178,Jalen Duren,4124280,2023,DET
179,Isaiah Stewart,3433320,2023,DET
180,Dewayne Dedmon,2748674,2023,DET
181,Rodney McGruder,1836090,2023,DET
182,Isaiah Livers,1563518,2023,DET
183,R.J. Hampton,485403,2023,DET
184,Eugene Omoruyi,269445,2023,DET
185,Eugene Omoruyi,94136,2023,DET
186,Eugene Omoruyi,94136,2023,DET
187,Stanley Umude,58493,2023,DET
188,Buddy Boeheim,0,2023,DET
189,Braxton Key,0,2023,DET
190,Jared Rhoden,0,2023,DET
191,Stephen Curry,48070014,2023,GSW
192,Klay Thompson,40600080,2023,GSW
193,Andrew Wiggins,33616770,2023,GSW
194,Draymond Green,25806468,2023,GSW
195,Gary Payton,8300000,2023,GSW
196,Kevon Looney,8000000,2023,GSW
197,Jonathan Kuminga,5739840,2023,GSW
198,Donte DiVincenzo,4500000,2023,GSW
199,Jordan Poole,3901399,2023,GSW
200,Moses Moody,3740160,2023,GSW
201,Patrick Baldwin,2226000,2023,GSW
202,JaMychal Green,1836090,2023,GSW
203,Andre Iguodala,1836090,2023,GSW
204,Ryan Rollins,1017781,2023,GSW
205,Anthony Lamb,253254,2023,GSW
206,Lester Quinones,58493,2023,GSW
207,Lester Quinones,0,2023,GSW
208,Quinndary Weatherspoon,0,2023,GSW
209,Ty Jerome,0,2023,GSW
210,Anthony Lamb,0,2023,GSW
211,Lester Quinones,0,2023,GSW
212,John Wall,40866760,2023,HOU
213,Derrick Favors,10183800,2023,HOU
214,Danny Green,9710528,2023,HOU
215,Jalen Green,9441840,2023,HOU
216,Jabari Smith,8882640,2023,HOU
217,Jae'Sean Tate,7065217,2023,HOU
218,John Wall,6479000,2023,HOU
219,Justin Holiday,6292440,2023,HOU
220,Maurice Harkless,4564980,2023,HOU
221,Ty Jerome,4220057,2023,HOU
222,Boban Marjanović,3500000,2023,HOU
223,Alperen Şengün,3375360,2023,HOU
224,Tari Eason,3359160,2023,HOU
225,Kevin Porter,3217631,2023,HOU
226,Usman Garuba,2471160,2023,HOU
227,Josh Christopher,2372160,2023,HOU
228,TyTy Washington,2210040,2023,HOU
229,Théo Maledon,1900000,2023,HOU
230,Frank Kaminsky,1836090,2023,HOU
231,Kenyon Martin,1782621,2023,HOU
232,Daishen Nix,1563518,2023,HOU
233,Boban Marjanović,601478,2023,HOU
234,D.J. Augustin,333333,2023,HOU
235,D.J. Augustin,189940,2023,HOU
236,Troy Williams,122741,2023,HOU
237,Myles Turner,35069500,2023,IND
238,Buddy Hield,21177750,2023,IND
239,Daniel Theis,8694369,2023,IND
240,T.J. McConnell,8100000,2023,IND
241,Bennedict Mathurin,6586800,2023,IND
242,Goga Bitadze,4765339,2023,IND
243,Jalen Smith,4670160,2023,IND
244,Tyrese Haliburton,4215120,2023,IND
245,George Hill,4000000,2023,IND
246,Chris Duarte,3936960,2023,IND
247,Aaron Nesmith,3804360,2023,IND
248,Jordan Nwora,2800000,2023,IND
249,Isaiah Jackson,2573760,2023,IND
250,Andrew Nembhard,2244111,2023,IND
251,Oshae Brissett,1846738,2023,IND
252,Serge Ibaka,1836090,2023,IND
253,James Johnson,1836090,2023,IND
254,Terry Taylor,1563518,2023,IND
255,Nik Stauskas,702311,2023,IND
256,James Johnson,590926,2023,IND
257,Juwan Morgan,576230,2023,IND
258,Malik Fitts,555217,2023,IND
259,Trevelin Queen,0,2023,IND
260,Kendall Brown,0,2023,IND
261,Gabe York,0,2023,IND
262,Kawhi Leonard,42492492,2023,LAC
263,Paul George,42492492,2023,LAC
264,Eric Gordon,19568360,2023,LAC
265,Norman Powell,16758621,2023,LAC
266,Marcus Morris,16372093,2023,LAC
267,Robert Covington,12307692,2023,LAC
268,Nicolas Batum,10843350,2023,LAC
269,Ivica Zubac,10123457,2023,LAC
270,Mason Plumlee,9080417,2023,LAC
271,Amir Coffey,3395062,2023,LAC
272,Bones Hyland,2201520,2023,LAC
273,Terance Mann,1930681,2023,LAC
274,Brandon Boston,1563518,2023,LAC
275,Jason Preston,1563518,2023,LAC
276,Russell Westbrook,495955,2023,LAC
277,Moussa Diabaté,0,2023,LAC
278,Moses Brown,0,2023,LAC
279,Nate Darling,0,2023,LAC
280,Keaton Wallace,0,2023,LAC
281,Xavier Moon,0,2023,LAC
282,LeBron James,44474988,2023,LAL
283,Anthony Davis,37980720,2023,LAL
284,D'Angelo Russell,31377750,2023,LAL
285,Malik Beasley,15558035,2023,LAL
286,Mohamed Bamba,10300000,2023,LAL
287,Lonnie Walker,6479000,2023,LAL
288,Rui Hachimura,6263188,2023,LAL
289,Jarred Vanderbilt,4374000,2023,LAL
290,Davon Reed,1902133,2023,LAL
291,Wenyen Gabriel,1878720,2023,LAL
292,Troy Brown,1836090,2023,LAL
293,Dennis Schröder,1836090,2023,LAL
294,Austin Reaves,1563518,2023,LAL
295,Max Christie,1017781,2023,LAL
296,Matt Ryan,442439,2023,LAL
297,Sterling Brown,105522,2023,LAL
298,Shaquille Harrison,12260,2023,LAL
299,Tristan Thompson,10552,2023,LAL
300,Scotty Pippen,0,2023,LAL
301,Cole Swider,0,2023,LAL
302,Jaren Jackson,28946605,2023,MEM
303,Steven Adams,17926829,2023,MEM
304,Tyus Jones,15000000,2023,MEM
305,Luke Kennard,14415545,2023,MEM
306,Ja Morant,12119440,2023,MEM
307,Dillon Brooks,11400000,2023,MEM
308,Ziaire Williams,4591680,2023,MEM
309,Brandon Clarke,4343920,2023,MEM
310,Jake LaRavia,3047640,2023,MEM
311,David Roddy,2588640,2023,MEM
312,John Konchar,2300000,2023,MEM
313,Desmond Bane,2130240,2023,MEM
314,Santi Aldama,2094120,2023,MEM
315,Killian Tillie,1901625,2023,MEM
316,Xavier Tillman,1782621,2023,MEM
317,Kennedy Chandler,1200000,2023,MEM
318,Kenneth Lofton,1000000,2023,MEM
319,Kenneth Lofton,0,2023,MEM
320,Vince Williams,0,2023,MEM
321,Jacob Gilyard,0,2023,MEM
322,Jimmy Butler,37653300,2023,MIA
323,Bam Adebayo,30351780,2023,MIA
324,Kyle Lowry,28333334,2023,MIA
325,Duncan Robinson,16902000,2023,MIA
326,Victor Oladipo,8750000,2023,MIA
327,Caleb Martin,6479000,2023,MIA
328,Tyler Herro,5722116,2023,MIA
329,Kevin Love,3114138,2023,MIA
330,Nikola Jović,2239920,2023,MIA
331,Udonis Haslem,1836090,2023,MIA
332,Gabe Vincent,1815677,2023,MIA
333,Max Strus,1815677,2023,MIA
334,Haywood Highsmith,1752638,2023,MIA
335,Omer Yurtseven,1752638,2023,MIA
336,Cody Zeller,517060,2023,MIA
337,Jamaree Bouyea,58493,2023,MIA
338,Marcus Garrett,0,2023,MIA
339,Jamal Cain,0,2023,MIA
340,Dru Smith,0,2023,MIA
341,Orlando Robinson,0,2023,MIA
342,Dru Smith,0,2023,MIA
343,Orlando Robinson,0,2023,MIA
344,Giannis Antetokounmpo,42492492,2023,MIL
345,Khris Middleton,37948276,2023,MIL
346,Jrue Holiday,33665040,2023,MIL
347,Brook Lopez,13906976,2023,MIL
348,Bobby Portis,10843350,2023,MIL
349,Jae Crowder,10183800,2023,MIL
350,Grayson Allen,8500000,2023,MIL
351,Joe Ingles,6479000,2023,MIL
352,Pat Connaughton,5728393,2023,MIL
353,MarJon Beauchamp,2485200,2023,MIL
354,Jevon Carter,2100000,2023,MIL
355,Thanasis Antetokounmpo,1878720,2023,MIL
356,Wesley Matthews,1836090,2023,MIL
357,Goran Dragić,390433,2023,MIL
358,Meyers Leonard,284911,2023,MIL
359,Meyers Leonard,105522,2023,MIL
360,Meyers Leonard,105522,2023,MIL
361,A.J. Green,0,2023,MIL
362,Lindell Wigginton,0,2023,MIL
363,Rudy Gobert,38172414,2023,MIN
364,Karl-Anthony Towns,33833400,2023,MIN
365,Mike Conley,22680000,2023,MIN
366,Anthony Edwards,10733400,2023,MIN
367,Kyle Anderson,8780488,2023,MIN
368,Taurean Prince,7295000,2023,MIN
369,Nickeil Alexander-Walker,5009633,2023,MIN
370,Wendell Moore,2306520,2023,MIN
371,Jaden McDaniels,2161440,2023,MIN
372,Jordan McLaughlin,2160000,2023,MIN
373,Naz Reid,1930681,2023,MIN
374,Jaylen Nowell,1930681,2023,MIN
375,Bryn Forbes,1836090,2023,MIN
376,Austin Rivers,1836090,2023,MIN
377,Nathan Knight,1836090,2023,MIN
378,Josh Minott,1017781,2023,MIN
379,A.J. Lawson,0,2023,MIN
380,Eric Paschall,0,2023,MIN
381,Luka Garza,0,2023,MIN
382,A.J. Lawson,0,2023,MIN
383,Matt Ryan,0,2023,MIN
384,CJ McCollum,33333333,2023,NOP
385,Brandon Ingram,31650600,2023,NOP
386,Jonas Valančiūnas,14700000,2023,NOP
387,Zion Williamson,13534817,2023,NOP
388,Josh Richardson,12196094,2023,NOP
389,Larry Nance,9672727,2023,NOP
390,Jaxson Hayes,6803012,2023,NOP
391,Dyson Daniels,5508600,2023,NOP
392,Garrett Temple,5155500,2023,NOP
393,Kira Lewis,4004280,2023,NOP
394,Trey Murphy,3206520,2023,NOP
395,Willy Hernangómez,2443581,2023,NOP
396,Herbert Jones,1785000,2023,NOP
397,Naji Marshall,1782621,2023,NOP
398,Jose Alvarado,1563518,2023,NOP
399,Dereon Seabron,0,2023,NOP
400,Izaiah Brockington,0,2023,NOP
401,John Butler,0,2023,NOP
402,E.J. Liddell,0,2023,NOP
403,Dereon Seabron,0,2023,NOP
404,Jalen Brunson,27733332,2023,NYK
405,Julius Randle,23760000,2023,NYK
406,Evan Fournier,18000000,2023,NYK
407,Mitchell Robinson,17045454,2023,NYK
408,Derrick Rose,14520730,2023,NYK
409,Josh Hart,12960000,2023,NYK
410,RJ Barrett,10900635,2023,NYK
411,Isaiah Hartenstein,7804879,2023,NYK
412,Obi Toppin,5348280,2023,NYK
413,Immanuel Quickley,2316240,2023,NYK
414,Quentin Grimes,2277000,2023,NYK
415,Jericho Sims,1639842,2023,NYK
416,Miles McBride,1563518,2023,NYK
417,Isaiah Roby,400000,2023,NYK
418,DaQuan Jeffries,300000,2023,NYK
419,DaQuan Jeffries,105522,2023,NYK
420,DaQuan Jeffries,105522,2023,NYK
421,Trevor Keels,58493,2023,NYK
422,Trevor Keels,0,2023,NYK
423,Feron Hunt,0,2023,NYK
424,DaQuan Jeffries,0,2023,NYK
425,Duane Washington,0,2023,NYK
426,Moses Brown,0,2023,NYK
427,Trevor Keels,0,2023,NYK
428,Shai Gilgeous-Alexander,30913750,2023,OKC
429,Kemba Walker,27431078,2023,OKC
430,Luguentz Dort,15277778,2023,OKC
431,Chet Holmgren,9891240,2023,OKC
432,Dario Šarić,9240000,2023,OKC
433,Josh Giddey,6287400,2023,OKC
434,JaMychal Green,5571403,2023,OKC
435,David Nwaba,5022000,2023,OKC
436,Ousmane Dieng,4569840,2023,OKC
437,Jalen Williams,4341480,2023,OKC
438,Trey Burke,3423750,2023,OKC
439,Aleksej Pokusevski,3261480,2023,OKC
440,Tre Mann,3046200,2023,OKC
441,Sterling Brown,3000000,2023,OKC
442,Marquese Chriss,2193920,2023,OKC
443,Kenrich Williams,2000000,2023,OKC
444,Jaylin Williams,2000000,2023,OKC
445,Jeremiah Robinson-Earl,2000000,2023,OKC
446,Lindy Waters,1927896,2023,OKC
447,Isaiah Joe,1836090,2023,OKC
448,Justin Jackson,1836090,2023,OKC
449,Aaron Wiggins,1563518,2023,OKC
450,Kyle Singler,999200,2023,OKC
451,Eugene Omoruyi,555402,2023,OKC
452,Robert Woodard,300000,2023,OKC
453,Jonathan Isaac,17400000,2023,ORL
454,Markelle Fultz,16500000,2023,ORL
455,Wendell Carter,14150000,2023,ORL
456,Gary Harris,13000000,2023,ORL
457,Patrick Beverley,13000000,2023,ORL
458,Paolo Banchero,11055120,2023,ORL
459,Terrence Ross,10581484,2023,ORL
460,Jalen Suggs,6922320,2023,ORL
461,Franz Wagner,5258280,2023,ORL
462,Cole Anthony,3613680,2023,ORL
463,Chuma Okeke,3433320,2023,ORL
464,R.J. Hampton,2412840,2023,ORL
465,Bol Bol,2200000,2023,ORL
466,Caleb Houstan,2000000,2023,ORL
467,Moritz Wagner,1878720,2023,ORL
468,Michael Carter-Williams,652829,2023,ORL
469,Goga Bitadze,612181,2023,ORL
470,Admiral Schofield,506508,2023,ORL
471,Admiral Schofield,0,2023,ORL
472,Kevon Harris,0,2023,ORL
473,Jay Scrubb,0,2023,ORL
474,Tobias Harris,37633050,2023,PHI
475,Joel Embiid,33616770,2023,PHI
476,James Harden,33000000,2023,PHI
477,P.J. Tucker,10490000,2023,PHI
478,De'Anthony Melton,8250000,2023,PHI
479,Furkan Korkmaz,5000000,2023,PHI
480,Danuel House,4105000,2023,PHI
481,Georges Niang,3465000,2023,PHI
482,Tyrese Maxey,2726880,2023,PHI
