totals_minutes_played,totals_field_goals,totals_field_goals_attempted,totals_field_goal_pct,totals_three_point_field_goals,totals_three_point_attempts,totals_three_point_pct,totals_two_point_field_goals,totals_two_point_attempts,totals_two_point_pct,totals_free_throws,totals_free_throw_attempts,totals_free_throw_pct,totals_offensive_rebounds,totals_defensive_rebounds,totals_total_rebounds,totals_assists,totals_steals,totals_blocks,totals_turnovers,totals_personal_fouls,totals_points,made_playoffs,season,team_abbr,advanced_age,advanced_wins,advanced_losses,advanced_pythagorean_wins,advanced_pythagorean_losses,advanced_margin_of_victory,advanced_strength_of_schedule,advanced_simple_rating_system,advanced_offensive_rating,advanced_defensive_rating,advanced_net_rating,advanced_pace,advanced_free_throw_rate,advanced_three_point_attempt_rate,advanced_true_shooting_pct,advanced_offensive_effective_fg_pct,advanced_offensive_turnover_pct,advanced_offensive_offensive_rebound_pct,advanced_offensive_ft_per_fga,advanced_defensive_effective_fg_pct,advanced_defensive_turnover_pct,advanced_defensive_defensive_rebound_pct,advanced_defensive_ft_per_fga,advanced_arena,advanced_attendance,advanced_attendance_per_game,shooting_minutes_played,shooting_field_goal_pct,shooting_average_shot_distance,shooting_two_point_attempt_pct,shooting_fga_0_3_pct,shooting_fga_3_10_pct,shooting_fga_10_16_pct,shooting_fga_16_to_3pt_pct,shooting_three_point_attempt_pct,shooting_two_point_fg_pct,shooting_fg_0_3_pct,shooting_fg_3_10_pct,shooting_fg_10_16_pct,shooting_fg_16_to_3pt_pct,shooting_three_point_fg_pct,shooting_two_point_fg_assisted_pct,shooting_three_point_fg_assisted_pct,shooting_dunks_fga_pct,shooting_dunks_made,shooting_layups_fga_pct,shooting_layups_made,shooting_corner_three_pct_fga,shooting_corner_three_fg_pct,shooting_heaves_attempted,shooting_heaves_made
17835,3122,6749,0.463,952,2525,0.377,2170,4224,0.514,1312,1632,0.804,754,2599,3353,1525,465,451,946,1606,8508,1,2020,POR,27.5,35,39,34,40,-1.15,0.54,-0.61,113.7,114.8,-1.1,100.7,.242,.374,.570,.533,11.2,22.4,.194,.530,11.2,75.3,.208,Moda Center,"628,303","19,634",17835,.463,14.3,.626,.272,.139,.117,.097,.374,.514,.634,.399,.428,.446,.377,.409,.669,.047,288,.243,888,.185,.418,12,0
17305,2973,6558,0.453,1132,2939,0.385,1841,3619,0.509,1282,1558,0.823,766,2441,3207,1531,496,363,799,1362,8360,1,2021,POR,27.4,42.0,30.0,40,32,1.79,0.01,1.81,117.8,116.0,1.8,98.4,0.238,0.448,0.577,0.54,9.9,23.0,0.195,0.546,11.2,77.5,0.203,Moda Center,"5,817",162,17305,.453,15.6,.552,.244,.133,.085,.089,.448,.509,.637,.378,.439,.422,.385,.405,.693,.033,183,.254,937,.159,.393,10,0
19730,3161,7144,0.442,1043,3017,0.346,2118,4127,0.513,1346,1771,0.76,854,2661,3515,1880,657,366,1187,1728,8711,0,2022,POR,25.6,27,55,20,62,-8.88,0.33,-8.55,107.8,116.9,-9.1,98.3,.248,.422,.550,.515,13.0,22.9,.188,.559,12.7,76.9,.222,Moda Center,"705,608","17,210",19730,.442,14.6,.578,.260,.173,.074,.071,.422,.513,.630,.423,.421,.402,.346,.500,.787,.047,293,.274,1031,.210,.368,11,0
19730,3317,7001,0.474,1056,2893,0.365,2261,4108,0.55,1609,2021,0.796,774,2551,3325,1981,553,376,1185,1643,9299,0,2023,POR,25.1,33,49,31,51,-4.01,0.05,-3.96,114.8,118.8,-4.0,98.6,.289,.413,.589,.549,13.1,22.4,.230,.563,12.1,74.9,.217,Moda Center,"767,374","18,716",19730,.474,14.1,.587,.288,.161,.069,.062,.413,.550,.673,.434,.437,.414,.365,.502,.774,.058,357,.276,1142,.204,.362,9,0
19830,3086,6904,0.447,610,1681,0.363,2476,5223,0.474,1437,1869,0.769,943,2385,3328,1708,671,342,1199,1717,8219,0,2013,SAC,25.6,28,54,28,54,-4.88,0.62,-4.26,106.2,111.4,-5.2,93.6,.271,.243,.532,.491,13.4,26.6,.208,.517,13.6,71.0,.227,Sleep Train Arena,"563,743","13,750",19830,.447,12.2,.757,.291,.211,.082,.172,.243,.474,.630,.392,.385,.354,.363,.491,.807,.040,247,.252,1044,.265,.384,15,1
19830,3026,6766,0.447,491,1475,0.333,2535,5291,0.479,1698,2237,0.759,990,2656,3646,1547,587,318,1249,1849,8241,0,2014,SAC,24.9,28,54,33,49,-2.90,0.82,-2.08,105.7,108.8,-3.1,94.4,.331,.218,.532,.484,13.9,27.8,.251,.512,12.7,76.6,.234,Sleep Train Arena,"667,949","16,291",19830,.447,12.3,.782,.249,.239,.106,.188,.218,.479,.665,.391,.412,.382,.333,.463,.760,.056,338,.205,845,.205,.374,8,1
19855,3010,6617,0.455,461,1350,0.341,2549,5267,0.484,1829,2400,0.762,895,2728,3623,1667,550,324,1333,1696,8310,0,2015,SAC,26.0,29,53,31,51,-3.71,0.64,-3.07,105.3,109.2,-3.9,95.4,.363,.204,.542,.490,14.8,26.5,.276,.507,11.8,75.2,.200,Sleep Train Arena,"680,049","16,587",19855,.455,11.0,.796,.303,.219,.094,.181,.204,.484,.651,.356,.416,.395,.341,.503,.837,.066,391,.239,937,.299,.367,12,0
19805,3283,7083,0.464,660,1839,0.359,2623,5244,0.5,1514,2089,0.725,868,2760,3628,2009,733,368,1326,1676,8740,0,2016,SAC,26.6,33,49,34,48,-2.48,0.16,-2.32,106.0,108.4,-2.4,100.0,.295,.260,.546,.510,14.2,23.9,.214,.521,14.0,74.9,.202,Sleep Train Arena,"707,526","17,222",19805,.464,11.6,.740,.297,.223,.066,.155,.260,.500,.650,.404,.411,.389,.359,.550,.856,.059,374,.276,1158,.230,.418,15,0
19880,3105,6734,0.461,737,1960,0.376,2368,4774,0.496,1483,1913,0.775,715,2652,3367,1844,627,324,1201,1667,8430,0,2017,SAC,27.9,32,50,31,51,-3.88,0.58,-3.29,107.3,111.3,-4.0,94.9,.284,.291,.556,.516,13.7,21.0,.220,.528,12.9,76.3,.227,Golden 1 Center,"721,928","17,608",19880,.461,13.1,.709,.258,.195,.100,.155,.291,.496,.642,.421,.412,.402,.376,.506,.875,.051,309,.251,973,.237,.416,18,0
19755,3179,7063,0.45,738,1967,0.375,2441,5096,0.479,1008,1371,0.735,777,2578,3355,1768,643,340,1125,1639,8104,0,2018,SAC,26.4,27,55,23,59,-6.99,0.39,-6.60,103.7,111.1,-7.4,94.9,.194,.278,.529,.502,12.8,21.5,.143,.542,13.5,77.6,.199,Golden 1 Center,"714,680","17,431",19755,.450,12.9,.722,.242,.205,.115,.159,.278,.479,.642,.395,.385,.407,.375,.477,.817,.045,290,.248,907,.200,.409,25,0
19730,3541,7637,0.464,927,2455,0.378,2614,5182,0.504,1354,1865,0.726,906,2819,3725,2083,679,363,1095,1751,9363,0,2019,SAC,24.8,39,43,38,44,-1.12,0.31,-0.81,110.4,111.5,-1.1,103.1,.244,.321,.554,.524,11.5,23.1,.177,.533,13.6,75.5,.207,Golden 1 Center,"700,975","17,097",19730,.464,13.1,.679,.277,.199,.097,.104,.321,.504,.674,.375,.404,.395,.378,.507,.818,.063,437,.274,1125,.200,.390,17,0
17455,2943,6364,0.462,914,2511,0.364,2029,3853,0.527,1127,1464,0.77,695,2372,3067,1713,556,293,1043,1595,7927,0,2020,SAC,27.0,31,41,31,41,-2.04,0.46,-1.59,110.2,112.2,-2.0,98.9,.230,.395,.566,.534,13.0,21.9,.177,.543,13.6,78.4,.225,Golden 1 Center,"520,663","16,796",17455,.462,14.2,.605,.253,.187,.090,.075,.395,.527,.689,.400,.416,.426,.364,.471,.828,.052,302,.258,930,.211,.392,8,1
17305,3067,6382,0.481,874,2400,0.364,2193,3982,0.551,1181,1585,0.745,674,2307,2981,1836,543,358,963,1400,8189,0,2021,SAC,25.6,31.0,41.0,28,44,-3.68,0.23,-3.45,113.6,117.2,-3.6,100.0,0.248,0.376,0.578,0.549,12.0,21.3,0.185,0.557,12.1,75.0,0.199,Golden 1 Center,,,17305,.481,13.6,.624,.249,.213,.106,.056,.376,.551,.717,.432,.479,.400,.364,.516,.805,.062,359,.260,931,.212,.422,12,0
19805,3321,7223,0.46,937,2722,0.344,2384,4501,0.53,1466,1908,0.768,784,2737,3521,1943,588,369,1156,1552,9045,0,2022,SAC,25.8,30,52,28,54,-5.46,0.20,-5.26,109.9,115.3,-5.4,99.8,.264,.377,.561,.525,12.5,21.3,.203,.551,11.9,76.0,.176,Golden 1 Center,"577,583","14,087",19805,.460,13.9,.623,.233,.219,.099,.072,.377,.530,.698,.433,.423,.425,.344,.498,.807,.059,362,.264,1079,.219,.385,13,1
19830,3573,7232,0.494,1128,3060,0.369,2445,4172,0.586,1624,2055,0.79,782,2699,3481,2237,574,275,1106,1616,9898,1,2023,SAC,25.4,48,34,47,35,2.65,-0.35,2.30,119.4,116.8,+2.6,100.3,.284,.423,.608,.572,12.0,22.7,.225,.563,12.6,77.2,.203,Golden 1 Center,"715,491","17,451",19830,.494,14.1,.577,.243,.199,.080,.050,.423,.586,.741,.488,.438,.450,.369,.495,.875,.059,380,.261,1166,.226,.397,9,0
19880,3210,6675,0.481,663,1764,0.376,2547,4911,0.519,1365,1725,0.791,666,2721,3387,2058,695,446,1206,1427,8448,1,2013,SAS,28.6,58,24,58,24,6.40,0.27,6.67,108.3,101.6,+6.7,94.2,.258,.264,.568,.531,14.0,20.5,.204,.480,13.7,74.9,.179,AT&T Center,"755,700","18,432",19880,.481,12.5,.736,.298,.178,.096,.163,.264,.519,.663,.411,.433,.423,.376,.572,.905,.034,207,.269,1127,.350,.412,12,0
19755,3326,6844,0.486,698,1757,0.397,2628,5087,0.517,1289,1642,0.785,762,2786,3548,2064,604,420,1180,1495,8639,1,2014,SAS,28.9,62,20,61,21,7.72,0.28,8.00,110.5,102.4,+8.1,95.0,.240,.257,.571,.537,13.5,22.7,.188,.482,12.8,76.4,.184,AT&T Center,"755,031","18,415",19755,.486,12.6,.743,.287,.185,.090,.181,.257,.517,.673,.437,.389,.413,.397,.554,.872,.033,204,.252,1114,.299,.410,11,0
19955,3208,6854,0.468,677,1847,0.367,2531,5007,0.505,1368,1754,0.78,806,2772,3578,2000,657,444,1146,1564,8461,1,2015,SAS,29.8,55,27,58,24,6.20,0.14,6.34,108.5,102.0,+6.5,93.8,.256,.269,.555,.517,13.1,23.4,.200,.484,13.3,77.3,.190,AT&T Center,"762,855","18,606",19955,.468,12.1,.731,.278,.202,.103,.148,.269,.505,.634,.462,.404,.395,.367,.544,.919,.028,172,.239,999,.288,.423,10,0
19705,3289,6797,0.484,570,1518,0.375,2719,5279,0.515,1342,1672,0.803,770,2831,3601,2010,677,485,1071,1433,8490,1,2016,SAS,30.3,67,15,67,15,10.63,-0.36,10.28,110.3,99.0,+11.3,93.8,.246,.223,.564,.526,12.4,23.0,.197,.477,14.1,79.1,.182,AT&T Center,"756,445","18,450",19705,.484,12.2,.777,.264,.175,.137,.201,.223,.515,.667,.452,.440,.421,.375,.549,.905,.033,206,.237,1018,.283,.373,11,0
19805,3222,6864,0.469,753,1927,0.391,2469,4937,0.5,1440,1806,0.797,821,2777,3598,1954,655,484,1101,1498,8637,1,2017,SAS,29.6,61,21,60,22,7.20,-0.06,7.13,111.1,103.5,+7.6,94.2,.263,.281,.564,.524,12.6,24.0,.210,.492,13.5,77.6,.192,AT&T Center,"755,347","18,423",19805,.469,13.5,.719,.255,.159,.116,.191,.281,.500,.644,.429,.391,.431,.391,.525,.874,.047,292,.215,864,.268,.433,12,0
19730,3202,6999,0.457,696,1977,0.352,2506,5022,0.499,1324,1715,0.772,849,2777,3626,1868,628,460,1078,1408,8424,1,2018,SAS,29.3,47,35,49,33,2.89,0.00,2.89,107.9,104.8,+3.1,95.0,.245,.282,.543,.507,12.2,23.7,.189,.507,13.2,78.6,.170,AT&T Center,"754,562","18,404",19730,.457,12.7,.718,.261,.169,.143,.144,.282,.499,.660,.406,.416,.400,.352,.497,.897,.031,192,.263,1080,.235,.400,16,0
19805,3468,7248,0.478,812,2071,0.392,2656,5177,0.513,1408,1720,0.819,757,2910,3667,2013,501,386,992,1487,9156,1,2019,SAS,28.8,48,34,45,37,1.68,0.12,1.80,112.9,111.2,+1.7,98.3,.237,.286,.572,.534,11.0,21.0,.194,.528,11.0,79.4,.170,AT&T Center,"750,616","18,308",19805,.478,13.9,.714,.214,.179,.156,.165,.286,.513,.680,.457,.436,.431,.392,.494,.865,.029,186,.230,995,.196,.456,16,0
17215,2995,6350,0.472,760,2021,0.376,2235,4329,0.516,1348,1664,0.81,640,2530,3170,1751,518,390,895,1377,8098,0,2020,SAS,27.6,32,39,33,38,-1.11,0.46,-0.65,112.4,113.5,-1.1,100.5,.262,.318,.572,.531,11.2,20.1,.212,.542,11.7,79.2,.193,AT&T Center,"550,515","18,351",17215,.472,14.1,.682,.233,.158,.144,.147,.318,.516,.666,.435,.458,.422,.376,.481,.888,.035,197,.241,878,.207,.400,15,0
17480,3014,6518,0.462,716,2046,0.35,2298,4472,0.514,1254,1584,0.792,669,2489,3158,1759,505,366,821,1293,7998,0,2021,SAS,26.2,33.0,39.0,32,40,-1.74,0.15,-1.58,111.0,112.8,-1.8,98.9,0.243,0.314,0.554,0.517,10.2,20.0,0.192,0.541,11.8,77.3,0.174,AT&T Center,"61,053","1,696",17480,.462,13.3,.686,.240,.199,.142,.105,.314,.514,.658,.435,.433,.444,.350,.492,.877,.035,204,.281,1019,.200,.377,5,0
19805,3546,7601,0.467,925,2626,0.352,2621,4975,0.527,1262,1673,0.754,901,2815,3716,2289,626,403,1043,1483,9279,0,2022,SAS,24.5,34,48,41,41,0.12,-0.10,0.02,112.4,112.3,+0.1,100.0,.220,.345,.556,.527,11.1,23.7,.166,.532,12.1,75.1,.176,AT&T Center,"615,588","15,014",19805,.467,13.4,.655,.236,.226,.124,.069,.345,.527,.674,.455,.441,.413,.352,.551,.912,.036,251,.291,1254,.230,.368,14,1
19855,3533,7593,0.465,911,2640,0.345,2622,4953,0.529,1292,1739,0.743,965,2619,3584,2232,572,322,1253,1630,9269,0,2023,SAS,23.9,22,60,19,63,-10.04,0.22,-9.82,110.2,120.0,-9.8,101.6,.229,.348,.554,.525,13.0,25.6,.170,.576,12.0,74.9,.201,AT&T Center,"694,434","15,508",19855,.465,13.1,.652,.258,.230,.112,.053,.348,.529,.679,.442,.412,.425,.345,.530,.924,.040,265,.303,1339,.216,.367,18,0
19980,2979,6685,0.446,571,1665,0.343,2408,5020,0.48,1442,1831,0.788,871,2426,3297,1765,595,392,1124,1836,7971,0,2013,TOR,25.4,34,48,37,45,-1.48,-0.48,-1.96,105.9,107.5,-1.6,90.4,.274,.249,.532,.488,13.0,25.5,.216,.500,13.6,73.4,.247,Air Canada Centre,"743,936","18,145",19980,.446,13.5,.751,.239,.169,.123,.220,.249,.480,.655,.427,.404,.372,.343,.541,.809,.057,353,.180,679,.210,.355,9,0
19955,2992,6718,0.445,713,1917,0.372,2279,4801,0.475,1608,2055,0.782,935,2552,3487,1737,577,343,1159,1882,8305,1,2014,TOR,25.6,48,34,50,32,3.24,-0.69,2.55,108.8,105.3,+3.5,91.8,.306,.285,.545,.498,13.2,27.2,.239,.493,14.1,74.9,.237,Air Canada Centre,"748,339","18,252",19955,.445,13.6,.715,.226,.206,.103,.181,.285,.475,.642,.417,.402,.372,.372,.501,.835,.043,260,.177,692,.259,.388,12,2
19855,3108,6829,0.455,726,2060,0.352,2382,4769,0.499,1585,2014,0.787,881,2526,3407,1701,615,357,1057,1712,8527,1,2015,TOR,26.1,49,33,49,33,3.07,-0.62,2.45,111.0,107.7,+3.3,92.8,.295,.302,.553,.508,12.0,25.6,.232,.506,13.4,73.3,.208,Air Canada Centre,"809,824","19,752",19855,.455,12.7,.698,.254,.195,.104,.145,.302,.499,.644,.446,.393,.395,.352,.476,.781,.042,259,.193,781,.264,.408,10,0
19780,3006,6669,0.451,708,1915,0.37,2298,4754,0.483,1702,2190,0.777,836,2724,3560,1536,636,449,1073,1610,8422,1,2016,TOR,26.3,56,26,53,29,4.50,-0.42,4.08,110.0,105.2,+4.8,92.9,.328,.287,.552,.504,12.3,24.6,.255,.498,12.7,77.7,.201,Air Canada Centre,"812,863","19,826",19780,.451,12.3,.713,.277,.187,.111,.139,.287,.483,.624,.409,.394,.374,.370,.400,.869,.043,265,.246,906,.290,.413,9,1
19780,3211,6918,0.464,725,1996,0.363,2486,4922,0.505,1615,2028,0.796,871,2676,3547,1517,677,400,1041,1708,8762,1,2017,TOR,26.1,51,31,52,30,4.21,-0.56,3.65,112.3,107.8,+4.5,94.7,.293,.289,.561,.517,11.8,25.0,.233,.507,13.5,76.3,.223,Air Canada Centre,"813,050","19,830",19780,.464,13.2,.711,.254,.185,.120,.153,.289,.505,.631,.450,.449,.407,.363,.372,.817,.040,256,.235,919,.273,.381,12,1
19830,3383,7169,0.472,968,2705,0.358,2415,4464,0.541,1422,1790,0.794,800,2807,3607,1995,626,500,1095,1783,9156,1,2018,TOR,25.8,59,23,60,22,7.78,-0.49,7.29,113.8,105.9,+7.9,97.4,.250,.377,.575,.539,12.1,23.0,.198,.501,13.0,77.7,.212,Air Canada Centre,"813,431","19,840",19830,.472,13.2,.623,.291,.160,.098,.074,.377,.541,.681,.414,.428,.419,.358,.499,.816,.050,338,.272,1114,.243,.396,19,1
19880,3460,7305,0.474,1015,2771,0.366,2445,4534,0.539,1449,1803,0.804,786,2920,3706,2085,680,437,1150,1724,9384,1,2019,TOR,27.3,58,24,56,26,6.09,-0.60,5.49,113.1,107.1,+6.0,100.2,.247,.379,.579,.543,12.4,21.9,.198,.509,13.1,77.1,.190,Scotiabank Arena,"812,822","19,825",19880,.474,13.8,.621,.279,.169,.090,.083,.379,.539,.659,.452,.431,.432,.366,.499,.852,.044,294,.263,1101,.276,.425,15,0
17380,2897,6331,0.458,995,2663,0.374,1902,3668,0.519,1329,1670,0.796,685,2583,3268,1816,636,358,1067,1559,8118,1,2020,TOR,26.6,53,19,50,22,6.24,-0.26,5.97,111.1,105.0,+6.1,100.9,.264,.421,.574,.536,13.1,21.3,.210,.502,14.6,76.7,.202,Scotiabank Arena,"633,456","19,796",17380,.458,14.0,.579,.311,.155,.056,.058,.421,.519,.645,.381,.367,.351,.374,.530,.811,.054,315,.305,1025,.217,.382,12,0
17305,2859,6383,0.448,1041,2831,0.368,1818,3552,0.512,1252,1536,0.815,680,2314,2994,1735,618,389,952,1526,8011,0,2021,TOR,26.6,27.0,45.0,35,37,-0.47,-0.07,-0.54,112.0,112.5,-0.5,99.2,0.241,0.444,0.567,0.529,11.9,20.8,0.196,0.543,14.4,76.3,0.234,Amalie Arena,"26,024",723,17305,.448,14.9,.556,.236,.194,.065,.061,.444,.512,.662,.407,.409,.375,.368,.483,.822,.051,280,.286,969,.225,.388,11,0
19855,3332,7489,0.445,979,2808,0.349,2353,4681,0.503,1327,1749,0.759,1095,2622,3717,1809,738,376,1021,1607,8970,1,2022,TOR,24.8,48,34,47,35,2.29,0.08,2.38,112.9,110.5,+2.4,96.0,.234,.375,.543,.510,11.0,28.4,.177,.535,14.4,75.6,.199,Scotiabank Arena,"547,343","13,350",19855,.445,14.3,.625,.225,.209,.097,.095,.375,.503,.653,.439,.426,.365,.349,.434,.804,.055,354,.245,975,.240,.400,17,2
19805,3434,7489,0.459,880,2626,0.335,2554,4863,0.525,1506,1922,0.784,1043,2485,3528,1961,772,424,956,1641,9254,0,2023,TOR,25.8,41,41,45,37,1.48,0.12,1.59,115.5,114.0,+1.5,97.1,.257,.351,.555,.517,10.3,27.8,.201,.565,15.3,76.7,.223,Scotiabank Arena,"811,261","19,787",19805,.459,13.4,.649,.243,.220,.095,.084,.351,.525,.694,.445,.406,.379,.335,.474,.819,.064,432,.257,1082,.264,.363,22,0
19880,3046,6710,0.454,507,1385,0.366,2539,5325,0.477,1439,1883,0.764,989,2457,3446,1859,690,515,1210,1750,8038,0,2013,UTA,26.3,43,39,41,41,-0.09,0.38,0.30,106.7,106.8,-0.1,90.9,.281,.206,.533,.492,13.8,28.8,.214,.501,14.0,73.2,.226,EnergySolutions Arena,"763,915","18,632",19880,.454,12.5,.794,.274,.192,.105,.224,.206,.477,.662,.377,.375,.383,.366,.554,.893,.052,318,.210,851,.219,.378,16,0
19780,2951,6652,0.444,543,1577,0.344,2408,5075,0.474,1346,1803,0.747,904,2477,3381,1664,570,366,1200,1699,7791,0,2014,UTA,24.5,25,57,22,60,-7.17,0.91,-6.27,103.5,111.3,-7.8,91.4,.271,.237,.523,.484,13.9,25.5,.202,.518,12.1,74.5,.227,EnergySolutions Arena,"745,203","18,176",19780,.444,12.7,.763,.281,.177,.106,.199,.237,.474,.653,.367,.374,.372,.344,.486,.910,.052,314,.211,844,.244,.393,21,0
19705,2900,6492,0.447,610,1781,0.343,2290,4711,0.486,1391,1929,0.721,988,2617,3605,1632,623,489,1256,1583,7801,0,2015,UTA,23.4,38,44,42,40,0.22,0.49,0.71,105.1,104.9,+0.2,90.4,.297,.274,.531,.494,14.6,29.1,.214,.491,12.8,76.3,.199,EnergySolutions Arena,"772,059","18,831",19705,.447,12.2,.726,.299,.170,.096,.161,.274,.486,.669,.333,.395,.363,.343,.473,.900,.066,401,.214,830,.275,.376,18,1
19955,2957,6593,0.449,694,1956,0.355,2263,4637,0.488,1402,1885,0.744,880,2665,3545,1555,631,425,1224,1655,8010,0,2016,UTA,24.2,40,42,46,36,1.79,0.05,1.84,105.9,103.9,+2.0,91.0,.286,.297,.540,.501,14.2,25.9,.213,.495,13.5,77.7,.210,Vivint Smart Home Arena,"791,489","19,305",19955,.449,12.3,.703,.282,.177,.119,.126,.297,.488,.633,.394,.401,.378,.355,.435,.821,.060,363,.225,825,.314,.389,22,0
19755,3033,6515,0.466,791,2128,0.372,2242,4387,0.511,1401,1875,0.747,771,2774,3545,1651,550,410,1118,1545,8258,1,2017,UTA,26.8,51,31,52,30,3.94,0.06,4.00,109.6,105.3,+4.3,91.6,.288,.327,.563,.526,13.2,23.2,.215,.493,11.8,78.9,.195,Vivint Smart Home Arena,"806,142","19,662",19755,.466,13.1,.673,.297,.152,.105,.118,.327,.511,.651,.413,.427,.363,.372,.454,.799,.069,416,.233,870,.280,.385,14,1
19755,3139,6797,0.462,887,2425,0.366,2252,4372,0.515,1375,1766,0.779,740,2807,3547,1839,708,420,1205,1608,8540,1,2018,UTA,26.7,48,34,53,29,4.30,0.17,4.47,108.4,103.9,+4.5,95.7,.260,.357,.564,.527,13.7,21.5,.202,.506,14.0,79.8,.190,Vivint Smart Home Arena,"734,806","17,922",19755,.462,13.2,.643,.284,.151,.100,.108,.357,.515,.674,.370,.398,.408,.366,.500,.805,.069,434,.273,994,.268,.418,14,0
19755,3314,7082,0.468,993,2789,0.356,2321,4293,0.541,1540,2092,0.736,820,2981,3801,2133,663,483,1240,1728,9161,1,2019,UTA,27.3,50,32,54,28,5.26,0.03,5.28,110.9,105.7,+5.2,100.3,.295,.394,.572,.538,13.4,22.9,.217,.507,12.4,80.3,.189,Vivint Smart Home Arena,"750,546","18,306",19755,.468,13.5,.606,.315,.153,.073,.064,.394,.541,.684,.369,.398,.412,.356,.556,.848,.091,573,.288,1098,.277,.374,19,1
17355,2886,6130,0.471,963,2537,0.38,1923,3593,0.535,1278,1641,0.779,656,2577,3233,1615,438,292,1089,1468,8013,1,2020,UTA,27.3,44,28,42,30,2.47,0.05,2.52,112.3,109.9,+2.4,98.6,.268,.414,.585,.549,13.7,21.6,.208,.518,11.1,78.9,.185,Vivint Smart Home Arena,"567,486","18,306",17355,.471,14.1,.586,.256,.196,.087,.048,.414,.535,.692,.407,.420,.428,.380,.452,.775,.064,345,.268,889,.249,.418,21,1
17355,2971,6344,0.468,1205,3098,0.389,1766,3246,0.544,1235,1546,0.799,765,2709,3474,1703,474,371,1023,1335,8382,1,2021,UTA,28.5,52.0,20.0,55,17,9.25,-0.29,8.97,117.6,108.3,9.3,98.5,0.244,0.488,0.597,0.563,12.7,24.5,0.195,0.507,10.3,79.3,0.159,Vivint Smart Home Arena,"151,300","4,203",17355,.468,15.5,.512,.207,.201,.069,.035,.488,.544,.703,.443,.448,.372,.389,.444,.763,.058,325,.225,786,.254,.408,13,0
19730,3327,7067,0.471,1192,3308,0.36,2135,3759,0.568,1470,1916,0.767,884,2916,3800,1836,588,402,1149,1547,9316,1,2022,UTA,29.3,49,33,56,26,6.04,-0.37,5.67,116.7,110.5,+6.2,97.1,.271,.468,.589,.555,12.7,25.4,.208,.521,10.9,78.3,.164,Vivint Smart Home Arena,"750,546","18,306",19730,.471,15.1,.532,.203,.235,.066,.029,.468,.568,.729,.481,.458,.396,.360,.454,.727,.070,442,.246,989,.242,.383,14,1
19805,3485,7365,0.473,1094,3099,0.353,2391,4266,0.56,1536,1955,0.786,968,2794,3762,2129,500,429,1259,1679,9600,0,2023,UTA,26.5,37,45,39,43,-0.94,-0.09,-1.03,115.8,116.7,-0.9,100.5,.265,.421,.584,.547,13.3,26.8,.209,.541,10.9,75.2,.205,Vivint Arena,"728,240","17,762",19805,.473,14.2,.579,.204,.266,.073,.036,.421,.560,.708,.497,.438,.439,.353,.500,.854,.071,460,.274,1144,.220,.413,16,0
19855,2910,6693,0.435,545,1495,0.365,2365,5198,0.455,1279,1746,0.733,887,2652,3539,1775,598,376,1238,1681,7644,0,2013,WAS,25.4,29,53,33,49,-2.54,-0.25,-2.78,100.2,103.0,-2.8,92.2,.261,.223,.512,.475,14.2,24.6,.191,.483,13.7,74.6,.206,Verizon Center,"670,070","16,343",19855,.435,13.1,.777,.238,.177,.145,.216,.223,.455,.623,.393,.371,.377,.365,.543,.901,.047,296,.188,675,.330,.457,8,0
20055,3177,6920,0.459,647,1704,0.38,2530,5216,0.485,1253,1715,0.731,886,2573,3459,1909,668,377,1204,1675,8254,1,2014,WAS,26.3,44,38,45,37,1.27,-0.79,0.48,106.0,104.6,+1.4,93.2,.248,.246,.538,.506,13.6,25.2,.181,.504,15.0,75.7,.220,Verizon Center,"698,068","17,026",20055,.459,13.2,.754,.273,.143,.116,.221,.246,.485,.676,.374,.366,.384,.380,.525,.895,.046,305,.218,924,.306,.401,14,1
19955,3139,6790,0.462,497,1381,0.36,2642,5409,0.488,1305,1758,0.742,862,2801,3663,1969,601,378,1233,1707,8080,1,2015,WAS,28.6,46,36,43,39,0.72,-0.55,0.17,103.7,103.0,+0.7,93.7,.259,.203,.534,.499,14.0,24.9,.192,.481,12.9,77.3,.210,Verizon Center,"747,796","18,239",19955,.462,12.1,.797,.287,.142,.138,.230,.203,.488,.658,.385,.409,.389,.360,.578,.889,.050,327,.220,879,.280,.370,12,0
19755,3238,7033,0.46,709,1983,0.358,2529,5050,0.501,1349,1849,0.73,743,2688,3431,2005,708,323,1186,1708,8534,0,2016,WAS,27.3,41,41,40,42,-0.50,0.00,-0.50,105.3,105.8,-0.5,98.5,.263,.282,.544,.511,13.1,20.6,.192,.515,14.6,77.7,.218,Verizon Center,"725,426","17,693",19755,.460,12.9,.718,.291,.129,.111,.188,.282,.501,.638,.410,.415,.400,.358,.548,.872,.039,254,.255,1067,.246,.382,14,1
19855,3388,7137,0.475,756,2030,0.372,2632,5107,0.515,1421,1812,0.784,843,2671,3514,1956,693,336,1162,1745,8953,1,2017,WAS,26.0,49,33,46,36,1.80,-0.45,1.36,111.2,109.3,+1.9,97.4,.254,.284,.564,.528,12.8,24.1,.199,.524,13.8,75.5,.213,Verizon Center,"697,107","17,003",19855,.475,13.1,.716,.300,.137,.108,.169,.284,.515,.629,.429,.426,.442,.372,.496,.858,.047,302,.260,1079,.254,.351,10,0
