totals_minutes_played,totals_field_goals,totals_field_goals_attempted,totals_field_goal_pct,totals_three_point_field_goals,totals_three_point_attempts,totals_three_point_pct,totals_two_point_field_goals,totals_two_point_attempts,totals_two_point_pct,totals_free_throws,totals_free_throw_attempts,totals_free_throw_pct,totals_offensive_rebounds,totals_defensive_rebounds,totals_total_rebounds,totals_assists,totals_steals,totals_blocks,totals_turnovers,totals_personal_fouls,totals_points,made_playoffs,season,team_abbr,advanced_age,advanced_wins,advanced_losses,advanced_pythagorean_wins,advanced_pythagorean_losses,advanced_margin_of_victory,advanced_strength_of_schedule,advanced_simple_rating_system,advanced_offensive_rating,advanced_defensive_rating,advanced_net_rating,advanced_pace,advanced_free_throw_rate,advanced_three_point_attempt_rate,advanced_true_shooting_pct,advanced_offensive_effective_fg_pct,advanced_offensive_turnover_pct,advanced_offensive_offensive_rebound_pct,advanced_offensive_ft_per_fga,advanced_defensive_effective_fg_pct,advanced_defensive_turnover_pct,advanced_defensive_defensive_rebound_pct,advanced_defensive_ft_per_fga,advanced_arena,advanced_attendance,advanced_attendance_per_game,shooting_minutes_played,shooting_field_goal_pct,shooting_average_shot_distance,shooting_two_point_attempt_pct,shooting_fga_0_3_pct,shooting_fga_3_10_pct,shooting_fga_10_16_pct,shooting_fga_16_to_3pt_pct,shooting_three_point_attempt_pct,shooting_two_point_fg_pct,shooting_fg_0_3_pct,shooting_fg_3_10_pct,shooting_fg_10_16_pct,shooting_fg_16_to_3pt_pct,shooting_three_point_fg_pct,shooting_two_point_fg_assisted_pct,shooting_three_point_fg_assisted_pct,shooting_dunks_fga_pct,shooting_dunks_made,shooting_layups_fga_pct,shooting_layups_made,shooting_corner_three_pct_fga,shooting_corner_three_fg_pct,shooting_heaves_attempted,shooting_heaves_made
19880,3489,7159,0.487,1077,2592,0.416,2412,4567,0.528,1366,1790,0.763,816,2972,3788,2373,689,498,1245,1701,9421,1,2016,GSW,27.4,73,9,65,17,10.76,-0.38,10.38,114.5,103.8,+10.7,99.3,.250,.362,.593,.563,13.5,23.5,.191,.479,12.6,76.0,.208,Oracle Arena,"803,436","19,596",19880,.487,13.5,.638,.301,.125,.093,.119,.362,.528,.660,.362,.422,.452,.416,.626,.792,.062,402,.242,1032,.229,.413,22,2
19780,3532,7140,0.495,982,2562,0.383,2550,4578,0.557,1457,1850,0.788,770,2873,3643,2491,785,555,1211,1585,9503,1,2017,GSW,28.2,67,15,67,15,11.63,-0.28,11.35,115.6,104.0,+11.6,99.8,.259,.359,.597,.563,13.2,22.8,.204,.486,13.5,74.9,.198,Oracle Arena,"803,436","19,596",19780,.495,14.1,.641,.303,.102,.107,.129,.359,.557,.690,.408,.430,.469,.383,.656,.832,.075,500,.235,1019,.208,.409,30,1
19730,3509,6981,0.503,926,2370,0.391,2583,4611,0.56,1360,1668,0.815,691,2877,3568,2402,656,612,1265,1607,9304,1,2018,GSW,28.8,58,24,56,26,5.98,-0.19,5.79,113.6,107.7,+5.9,99.6,.239,.339,.603,.569,14.1,21.0,.195,.504,12.6,76.3,.186,Oracle Arena,"803,436","19,596",19730,.503,14.0,.661,.267,.111,.139,.144,.339,.560,.708,.424,.485,.463,.391,.643,.801,.071,454,.229,952,.158,.405,26,0
19805,3612,7361,0.491,1087,2824,0.385,2525,4537,0.557,1339,1672,0.801,797,2990,3787,2413,625,525,1169,1757,9650,1,2019,GSW,28.4,57,25,56,26,6.46,-0.04,6.42,115.9,109.5,+6.4,100.9,.227,.384,.596,.565,12.6,22.5,.182,.508,11.7,77.1,.205,Oracle Arena,"803,436","19,596",19805,.491,15.2,.616,.250,.107,.121,.138,.384,.557,.703,.433,.477,.458,.385,.610,.803,.074,504,.216,916,.195,.427,19,2
15725,2510,5730,0.438,678,2032,0.334,1832,3698,0.495,1214,1511,0.803,647,2138,2785,1663,534,299,969,1304,6912,0,2020,GSW,24.4,15,50,16,49,-8.71,0.59,-8.12,105.2,113.8,-8.6,100.3,.264,.355,.540,.497,13.2,21.5,.212,.553,13.7,76.4,.193,Chase Center,"614,176","18,064",15725,.438,14.4,.645,.244,.166,.108,.128,.355,.495,.666,.382,.416,.384,.334,.597,.841,.068,343,.252,733,.182,.405,11,0
17305,2973,6347,0.468,1048,2789,0.376,1925,3558,0.541,1193,1520,0.785,574,2524,3098,1991,587,342,1080,1526,8187,0,2021,GSW,26.7,39.0,33.0,38,34,1.06,0.04,1.1,111.1,110.1,1.0,102.2,0.239,0.439,0.583,0.551,13.3,17.9,0.188,0.522,13.1,76.6,0.223,Chase Center,"33,457",929,17305,.468,15.3,.561,.229,.181,.072,.079,.439,.541,.709,.449,.402,.391,.376,.595,.806,.064,370,.267,962,.210,.402,16,1
19730,3323,7087,0.469,1176,3231,0.364,2147,3856,0.557,1280,1665,0.769,800,2930,3730,2223,719,372,1221,1723,9102,1,2022,GSW,27.6,53,29,55,27,5.54,-0.02,5.52,112.5,106.9,+5.6,98.4,.235,.456,.582,.552,13.5,22.8,.181,.509,13.0,78.7,.201,Chase Center,"740,624","18,064",19730,.469,15.5,.544,.205,.201,.070,.068,.456,.557,.711,.510,.408,.382,.364,.595,.804,.057,371,.282,1193,.215,.339,24,1
19830,3538,7393,0.479,1363,3540,0.385,2175,3853,0.564,1314,1655,0.794,864,2793,3657,2446,588,323,1336,1757,9753,1,2023,GSW,27.3,44,38,45,37,1.80,-0.15,1.66,116.1,114.4,+1.7,101.6,.224,.479,.600,.571,14.1,24.4,.178,.540,12.3,76.0,.214,Chase Center,"740,624","18,064",19830,.479,16.0,.521,.177,.210,.069,.065,.479,.564,.710,.540,.407,.413,.385,.606,.828,.056,374,.273,1213,.199,.395,23,1
19780,3124,6782,0.461,867,2369,0.366,2257,4413,0.511,1573,2087,0.754,909,2652,3561,1902,679,359,1348,1662,8688,1,2013,HOU,24.4,45,37,50,32,3.48,0.22,3.69,109.7,106.1,+3.6,96.1,.308,.349,.564,.525,14.9,26.4,.232,.502,13.5,75.2,.196,Toyota Center,"683,564","16,672",19780,.461,12.8,.651,.341,.156,.048,.106,.349,.511,.653,.350,.338,.372,.366,.520,.841,.066,415,.280,1091,.290,.392,11,2
19830,3118,6603,0.472,779,2179,0.358,2339,4424,0.529,1814,2549,0.712,920,2797,3717,1755,621,461,1323,1676,8829,1,2014,HOU,25.4,54,28,53,29,4.56,0.50,5.06,111.0,106.3,+4.7,96.3,.386,.330,.571,.531,14.6,27.4,.275,.489,12.5,74.1,.193,Toyota Center,"743,082","18,124",19830,.472,11.9,.670,.341,.214,.049,.065,.330,.529,.663,.405,.391,.343,.358,.472,.834,.078,481,.276,1046,.230,.389,11,1
19805,3032,6832,0.444,933,2680,0.348,2099,4152,0.506,1525,2133,0.715,958,2624,3582,1820,777,407,1366,1803,8522,1,2015,HOU,27.6,56,26,50,32,3.44,0.38,3.82,107.0,103.4,+3.6,96.5,.312,.392,.548,.512,15.0,26.8,.223,.486,14.6,72.9,.208,Toyota Center,"747,412","18,230",19805,.444,12.7,.608,.310,.183,.047,.068,.392,.506,.635,.392,.351,.328,.348,.496,.833,.057,361,.252,976,.328,.394,17,0
19830,3094,6847,0.452,878,2533,0.347,2216,4314,0.514,1671,2407,0.694,930,2601,3531,1821,821,430,1307,1790,8737,1,2016,HOU,27.8,41,41,42,40,0.20,0.14,0.34,108.3,108.1,+0.2,97.6,.352,.370,.553,.516,14.2,25.7,.244,.516,14.8,72.8,.219,Toyota Center,"737,244","17,982",19830,.452,12.5,.630,.321,.164,.064,.082,.370,.514,.651,.356,.400,.379,.347,.508,.793,.070,442,.266,1022,.307,.360,21,0
19780,3305,7152,0.462,1181,3306,0.357,2124,3846,0.552,1667,2177,0.766,892,2746,3638,2070,670,352,1240,1634,9458,1,2017,HOU,27.4,55,27,55,27,5.77,0.08,5.84,114.7,109.0,+5.7,100.0,.304,.462,.583,.545,13.3,24.6,.233,.519,13.2,75.8,.194,Toyota Center,"695,903","16,973",19780,.462,14.4,.538,.321,.125,.041,.051,.462,.552,.667,.391,.375,.373,.357,.546,.771,.076,483,.269,1146,.202,.391,14,0
19755,3174,6906,0.46,1256,3470,0.362,1918,3436,0.558,1609,2061,0.781,739,2825,3564,1767,699,392,1135,1597,9213,1,2018,HOU,29.8,65,17,61,21,8.48,-0.27,8.21,114.7,106.1,+8.6,97.6,.298,.502,.590,.551,12.7,21.3,.233,.521,13.4,79.9,.171,Toyota Center,"732,722","17,871",19755,.460,15.0,.498,.288,.104,.062,.044,.502,.558,.669,.369,.454,.430,.362,.470,.689,.062,392,.261,1004,.228,.400,17,1
19830,3218,7163,0.449,1323,3721,0.356,1895,3442,0.551,1582,2001,0.791,836,2613,3449,1741,700,405,1094,1803,9341,1,2019,HOU,29.2,53,29,53,29,4.77,0.19,4.96,115.5,110.7,+4.8,97.9,.279,.519,.581,.542,12.0,22.8,.221,.525,13.4,74.4,.210,Toyota Center,"740,392","18,058",19830,.449,15.6,.481,.261,.145,.050,.025,.519,.551,.670,.400,.415,.452,.356,.482,.626,.060,392,.255,969,.242,.372,8,1
17380,2936,6512,0.451,1126,3261,0.345,1810,3251,0.557,1484,1876,0.791,704,2484,3188,1557,627,371,1057,1566,8482,1,2020,HOU,29.2,44,28,42,30,2.96,0.17,3.13,112.9,110.1,+2.8,103.7,.288,.501,.578,.537,12.6,21.0,.228,.529,13.7,75.6,.197,Toyota Center,"578,458","18,077",17380,.451,15.2,.499,.297,.126,.040,.036,.501,.557,.672,.379,.403,.402,.345,.430,.692,.050,297,.293,1075,.245,.378,10,0
17305,2826,6372,0.444,992,2923,0.339,1834,3449,0.532,1189,1606,0.74,671,2396,3067,1699,546,361,1060,1407,7833,0,2021,HOU,26.5,17.0,55.0,20,52,-7.9,0.4,-7.5,107.1,114.9,-7.8,101.4,0.252,0.459,0.553,0.521,13.0,19.8,0.187,0.555,12.9,77.1,0.201,Toyota Center,"117,009","3,250",17305,.444,14.7,.541,.284,.158,.043,.056,.459,.532,.683,.385,.354,.317,.339,.486,.814,.056,314,.309,1091,.227,.342,9,1
19755,3229,7083,0.456,1105,3170,0.349,2124,3913,0.543,1434,2010,0.713,786,2660,3446,1932,600,382,1351,1692,8997,0,2022,HOU,24.1,20,62,21,61,-8.48,0.22,-8.26,108.4,116.7,-8.3,100.9,.284,.448,.565,.534,14.5,21.7,.202,.554,12.3,74.4,.206,Toyota Center,"638,977","15,585",19755,.456,14.2,.552,.299,.181,.038,.034,.448,.543,.689,.384,.322,.347,.349,.502,.784,.089,547,.299,1142,.173,.350,18,0
19755,3329,7287,0.457,856,2619,0.327,2473,4668,0.53,1567,2078,0.754,1100,2695,3795,1835,600,374,1332,1679,9081,0,2023,HOU,22.1,22,60,23,59,-7.85,0.24,-7.62,111.4,119.3,-7.9,99.0,.285,.359,.554,.516,14.0,30.2,.215,.564,11.8,75.8,.218,Toyota Center,"668,865","16,314",19755,.457,13.0,.641,.259,.262,.070,.049,.359,.530,.678,.436,.448,.366,.327,.477,.766,.084,523,.324,1229,.173,.361,14,0
19590,2845,6525,0.436,555,1599,0.347,2290,4926,0.465,1429,1915,0.746,1043,2671,3714,1645,580,513,1227,1623,7674,1,2013,IND,25.7,49,32,52,29,4.02,-0.69,3.34,104.3,99.8,+4.5,90.2,.293,.245,.521,.479,14.3,30.3,.219,.453,12.9,74.6,.197,Bankers Life Fieldhouse,"626,069","15,270",19590,.436,12.7,.755,.271,.190,.116,.178,.245,.465,.612,.399,.375,.371,.347,.513,.847,.048,283,.203,742,.251,.364,23,0
19780,2949,6573,0.449,550,1542,0.357,2399,5031,0.477,1485,1907,0.779,834,2831,3665,1651,550,446,1237,1675,7933,1,2014,IND,27.2,56,26,54,28,4.40,-0.77,3.63,104.1,99.3,+4.8,92.5,.290,.235,.535,.490,14.3,24.9,.226,.460,12.9,76.8,.197,Bankers Life Fieldhouse,"717,542","17,501",19780,.449,13.0,.765,.249,.188,.124,.205,.235,.477,.611,.418,.382,.425,.357,.498,.831,.030,180,.218,831,.246,.406,14,0
19855,2998,6824,0.439,612,1740,0.352,2386,5084,0.469,1373,1817,0.756,856,2822,3678,1757,505,375,1147,1742,7981,0,2015,IND,28.3,38,44,42,40,0.28,-0.51,-0.23,103.5,103.2,+0.3,93.2,.266,.255,.523,.484,13.1,24.0,.201,.478,12.0,77.9,.217,Bankers Life Fieldhouse,"691,434","16,864",19855,.439,13.0,.745,.245,.172,.105,.222,.255,.469,.604,.399,.378,.418,.352,.516,.858,.027,155,.203,797,.266,.383,17,0
19880,3142,6985,0.45,663,1889,0.351,2479,5096,0.486,1430,1872,0.764,847,2779,3626,1741,742,391,1219,1641,8377,1,2016,IND,26.9,45,37,46,36,1.71,-0.09,1.62,104.6,102.9,+1.7,96.6,.268,.270,.536,.497,13.5,23.4,.205,.489,14.3,76.0,.205,Bankers Life Fieldhouse,"690,733","16,847",19880,.450,13.1,.730,.270,.133,.108,.219,.270,.486,.635,.435,.390,.381,.351,.487,.804,.038,245,.240,981,.273,.398,13,0
19855,3221,6931,0.465,709,1885,0.376,2512,5046,0.498,1467,1811,0.81,742,2702,3444,1844,669,409,1130,1597,8618,1,2017,IND,27.0,42,40,40,42,-0.22,-0.42,-0.64,108.6,108.8,-0.2,95.9,.261,.272,.558,.516,12.8,21.2,.212,.512,13.6,75.5,.225,Bankers Life Fieldhouse,"684,578","16,697",19855,.465,13.5,.728,.241,.186,.107,.194,.272,.498,.625,.464,.417,.418,.376,.498,.838,.035,223,.234,938,.258,.403,18,0
19755,3345,7083,0.472,741,2010,0.369,2604,5073,0.513,1225,1573,0.779,788,2684,3472,1819,721,340,1088,1544,8656,1,2018,IND,26.2,48,34,45,37,1.38,-0.20,1.18,109.5,108.1,+1.4,96.0,.222,.284,.557,.525,12.3,22.7,.173,.527,14.2,76.2,.174,Bankers Life Fieldhouse,"658,119","16,052",19755,.472,13.0,.716,.293,.136,.096,.191,.284,.513,.638,.420,.449,.422,.369,.465,.819,.041,250,.294,1168,.220,.425,21,0
19705,3390,7135,0.475,779,2081,0.374,2611,5054,0.517,1298,1727,0.752,762,2766,3528,2128,713,404,1122,1594,8857,1,2019,IND,27.0,48,34,50,32,3.33,-0.57,2.76,109.9,106.5,+3.4,98.1,.242,.292,.561,.530,12.4,21.9,.182,.516,14.1,76.2,.184,Bankers Life Fieldhouse,"689,310","16,812",19705,.475,12.9,.708,.311,.158,.086,.152,.292,.517,.651,.407,.416,.414,.374,.557,.864,.035,224,.317,1304,.229,.432,10,1
17620,3075,6457,0.476,743,2046,0.363,2332,4411,0.529,1096,1393,0.787,636,2489,3125,1888,543,376,967,1445,7989,1,2020,IND,25.6,45,28,41,32,1.96,-0.33,1.63,110.0,108.0,+2.0,98.9,.216,.317,.565,.534,12.0,20.0,.170,.511,13.0,76.7,.192,Bankers Life Fieldhouse,"529,002","16,531",17620,.476,13.3,.683,.298,.151,.119,.116,.317,.529,.651,.428,.456,.420,.363,.533,.867,.037,216,.302,1130,.232,.389,10,0
17455,3115,6567,0.474,889,2445,0.364,2226,4122,0.54,1183,1493,0.792,648,2424,3072,1973,611,460,975,1453,8302,0,2021,IND,26.5,34.0,38.0,36,36,-0.04,-0.08,-0.13,112.4,112.4,0.0,101.6,0.227,0.372,0.575,0.542,11.9,20.2,0.18,0.531,12.7,74.9,0.201,Bankers Life Fieldhouse,,,17455,.474,13.2,.628,.316,.176,.081,.054,.372,.540,.655,.414,.445,.417,.364,.535,.880,.033,198,.341,1301,.210,.421,6,0
19880,3398,7338,0.463,997,2899,0.344,2401,4439,0.541,1347,1754,0.768,925,2671,3596,2081,582,457,1183,1675,9140,0,2022,IND,26.0,25,57,32,50,-3.48,0.22,-3.26,112.6,116.1,-3.5,98.0,.239,.395,.564,.531,12.7,25.5,.184,.552,11.9,76.2,.204,Gainbridge Fieldhouse,"588,743","14,360",19880,.463,14.1,.605,.265,.177,.093,.069,.395,.541,.675,.458,.419,.403,.344,.510,.860,.045,294,.303,1307,.253,.377,25,0
19755,3444,7345,0.469,1112,3030,0.367,2332,4315,0.54,1535,1944,0.79,832,2575,3407,2213,631,478,1225,1741,9535,0,2023,IND,24.5,35,47,33,49,-3.18,0.28,-2.91,114.6,117.7,-3.1,101.1,.265,.413,.581,.545,13.0,23.4,.209,.554,13.0,72.2,.229,Gainbridge Fieldhouse,"641,562","15,648",19755,.469,13.9,.587,.266,.189,.080,.045,.413,.540,.679,.425,.414,.402,.367,.547,.817,.048,323,.306,1246,.224,.386,17,2
19730,3160,6608,0.478,627,1752,0.358,2533,4856,0.522,1342,1888,0.711,938,2475,3413,1958,784,461,1197,1716,8289,1,2013,LAC,28.8,56,26,59,23,6.45,-0.02,6.43,110.6,103.6,+7.0,91.1,.286,.265,.557,.526,13.9,28.8,.203,.492,15.4,73.5,.229,STAPLES Center,"788,293","19,227",19730,.478,13.0,.735,.281,.170,.089,.195,.265,.522,.677,.460,.432,.392,.358,.556,.877,.092,557,.194,760,.334,.381,9,0
19755,3208,6761,0.474,693,1966,0.352,2515,4795,0.525,1741,2384,0.73,858,2668,3526,2016,703,397,1136,1767,8850,1,2014,LAC,28.1,57,25,59,23,6.98,0.30,7.27,112.1,104.8,+7.3,95.9,.353,.291,.567,.526,12.7,25.0,.258,.484,13.8,72.5,.222,STAPLES Center,"787,692","19,212",19755,.474,13.8,.709,.267,.137,.097,.208,.291,.525,.707,.408,.422,.415,.352,.568,.847,.081,496,.188,817,.286,.401,11,1
19730,3228,6830,0.473,827,2202,0.376,2401,4628,0.519,1468,2067,0.71,784,2711,3495,2031,640,409,1012,1749,8751,1,2015,LAC,28.8,56,26,58,24,6.59,0.22,6.80,112.4,105.5,+6.9,94.7,.303,.322,.565,.533,11.6,22.8,.215,.493,13.2,75.7,.231,STAPLES Center,"785,892","19,168",19730,.473,14.1,.678,.242,.119,.097,.219,.322,.519,.680,.408,.437,.437,.376,.563,.820,.063,386,.166,705,.265,.396,11,0
19830,3141,6759,0.465,797,2190,0.364,2344,4569,0.513,1490,2152,0.692,721,2727,3448,1873,709,460,1063,1746,8569,1,2016,LAC,29.7,53,29,53,29,4.28,-0.15,4.13,108.3,103.8,+4.5,95.8,.318,.324,.556,.524,12.1,20.1,.220,.480,13.8,73.8,.222,STAPLES Center,"786,910","19,193",19830,.465,14.2,.676,.239,.129,.093,.215,.324,.513,.674,.438,.425,.417,.364,.526,.799,.057,346,.195,787,.226,.405,14,0
19755,3242,6820,0.475,841,2245,0.375,2401,4575,0.525,1586,2128,0.745,738,2790,3528,1848,612,347,1062,1626,8911,1,2017,LAC,30.0,51,31,52,30,4.29,0.13,4.42,112.7,108.2,+4.5,96.1,.312,.329,.574,.537,12.0,21.5,.233,.506,12.1,76.9,.211,STAPLES Center,"782,609","19,088",19755,.475,14.3,.671,.275,.118,.081,.196,.329,.525,.661,.419,.423,.439,.375,.494,.786,.067,414,.223,879,.198,.423,17,2
19705,3302,7004,0.471,777,2196,0.354,2525,4808,0.525,1556,2095,0.743,832,2766,3598,1832,628,373,1204,1638,8937,0,2018,LAC,27.0,42,40,41,41,0.04,0.11,0.15,110.3,110.2,+0.1,98.7,.299,.314,.564,.527,13.2,23.5,.222,.520,12.6,76.1,.203,STAPLES Center,"697,812","17,020",19705,.471,11.8,.686,.347,.164,.083,.091,.314,.525,.659,.378,.424,.378,.354,.502,.726,.082,512,.301,1153,.219,.338,15,1
19830,3384,7178,0.471,821,2118,0.388,2563,5060,0.507,1853,2340,0.792,796,2936,3732,1970,561,385,1193,1913,9442,1,2019,LAC,27.2,48,34,43,39,0.85,0.23,1.09,112.4,111.5,+0.9,101.7,.326,.295,.575,.529,12.7,22.0,.258,.514,11.4,76.0,.224,STAPLES Center,"710,327","17,325",19830,.471,12.4,.705,.312,.182,.113,.098,.295,.507,.638,.397,.426,.385,.388,.497,.849,.063,408,.288,1081,.210,.409,15,0
17380,2992,6425,0.466,895,2410,0.371,2097,4015,0.522,1498,1894,0.791,767,2664,3431,1708,511,338,1051,1594,8377,1,2020,LAC,27.4,49,23,50,22,6.44,0.21,6.66,113.9,107.6,+6.3,101.5,.295,.375,.577,.535,12.6,23.5,.233,.506,12.2,77.6,.206,STAPLES Center,"610,176","19,068",17380,.466,13.8,.625,.272,.167,.104,.081,.375,.522,.669,.408,.419,.400,.371,.465,.818,.067,392,.243,834,.250,.401,11,0
17280,3009,6242,0.482,1027,2498,0.411,1982,3744,0.529,1164,1387,0.839,678,2501,3179,1756,509,295,950,1383,8209,1,2021,LAC,28.8,47.0,25.0,49,23,6.18,-0.16,6.02,117.6,111.2,6.4,96.9,0.222,0.4,0.599,0.564,12.2,22.7,0.186,0.531,11.9,79.1,0.186,STAPLES Center,"13,901",386,17280,.482,14.8,.600,.219,.164,.121,.095,.400,.529,.688,.432,.446,.439,.411,.454,.834,.060,326,.210,734,.271,.472,13,1
19780,3285,7170,0.458,1047,2802,0.374,2238,4368,0.512,1273,1606,0.793,747,2860,3607,1969,608,406,1126,1528,8890,0,2022,LAC,27.5,42,40,41,41,0.02,0.06,0.09,110.1,110.1,0.0,98.0,.224,.391,.564,.531,12.5,20.6,.178,.514,12.0,74.4,.167,Crypto.com Arena,"694,005","16,927",19780,.458,14.9,.609,.208,.183,.118,.100,.391,.512,.691,.449,.436,.349,.374,.503,.805,.053,324,.211,833,.214,.410,17,0
19830,3370,7059,0.477,1041,2735,0.381,2329,4324,0.539,1533,1962,0.781,803,2742,3545,1959,580,364,1167,1598,9314,1,2023,LAC,29.7,44,38,42,40,0.50,-0.19,0.31,115.0,114.5,+0.5,98.0,.278,.387,.588,.551,12.8,22.9,.217,.543,11.7,76.6,.195,Crypto.com Arena,"720,543","17,574",19830,.477,14.5,.613,.221,.190,.110,.092,.387,.539,.692,.475,.450,.408,.381,.467,.838,.063,391,.234,918,.249,.406,16,1
19755,3041,6640,0.458,715,2015,0.355,2326,4625,0.503,1584,2289,0.692,942,2732,3674,1818,576,429,1232,1467,8381,1,2013,LAL,30.7,45,37,44,38,1.16,0.32,1.48,107.8,106.6,+1.2,94.4,.345,.303,.548,.512,13.9,27.0,.239,.496,11.9,74.3,.163,STAPLES Center,"778,877","18,997",19755,.458,13.3,.697,.281,.170,.089,.158,.303,.503,.649,.396,.424,.402,.355,.518,.859,.057,356,.217,853,.257,.375,19,0
19705,3139,6980,0.45,774,2032,0.381,2365,4948,0.478,1390,1835,0.757,745,2620,3365,2006,611,446,1239,1627,8442,0,2014,LAL,26.8,27,55,25,57,-6.29,0.96,-5.33,104.2,110.6,-6.4,98.7,.263,.291,.542,.505,13.7,20.2,.199,.513,12.4,71.0,.192,STAPLES Center,"771,974","18,829",19705,.450,13.5,.709,.247,.177,.116,.169,.291,.478,.640,.407,.392,.375,.381,.569,.854,.045,283,.202,843,.239,.405,6,0
19930,3054,7020,0.435,532,1546,0.344,2522,5474,0.461,1433,1935,0.741,952,2647,3599,1715,578,366,1086,1741,8073,0,2015,LAL,27.0,21,61,23,59,-6.84,0.67,-6.17,103.4,110.6,-7.2,94.0,.276,.220,.513,.473,12.1,25.4,.204,.518,12.1,76.3,.231,STAPLES Center,"768,244","18,738",19930,.435,12.5,.780,.265,.150,.132,.233,.220,.461,.651,.348,.374,.366,.344,.527,.726,.043,276,.205,859,.183,.396,7,0
19730,2880,6956,0.414,639,2016,0.317,2241,4940,0.454,1583,2028,0.781,878,2645,3523,1478,593,337,1124,1662,7982,0,2016,LAL,26.5,17,65,17,65,-9.56,0.64,-8.92,101.6,111.6,-10.0,95.6,.292,.290,.509,.460,12.5,23.1,.228,.523,11.6,74.7,.202,STAPLES Center,"778,877","18,997",19730,.414,13.0,.710,.255,.163,.125,.168,.290,.454,.590,.403,.369,.358,.317,.450,.734,.049,307,.207,738,.192,.330,20,0
19705,3224,7164,0.45,730,2110,0.346,2494,5054,0.493,1397,1853,0.754,933,2636,3569,1716,674,320,1243,1698,8575,0,2017,LAL,25.1,26,56,24,58,-6.88,0.58,-6.29,106.0,113.0,-7.0,98.5,.259,.295,.537,.501,13.5,25.0,.195,.542,13.0,75.8,.213,STAPLES Center,"776,917","18,949",19705,.450,12.6,.705,.299,.187,.103,.118,.295,.493,.633,.397,.379,.390,.346,.462,.771,.056,358,.250,1006,.217,.368,16,1
19905,3338,7248,0.461,822,2384,0.345,2516,4864,0.517,1364,1910,0.714,876,2927,3803,1949,633,388,1295,1736,8862,0,2018,LAL,23.7,35,47,37,45,-1.55,0.11,-1.44,106.5,108.0,-1.5,100.3,.264,.329,.548,.517,13.8,23.6,.188,.514,12.5,77.7,.190,STAPLES Center,"776,327","18,935",19905,.461,12.4,.671,.321,.168,.086,.096,.329,.517,.670,.390,.354,.378,.345,.492,.865,.059,385,.299,1253,.159,.372,17,0
19780,3491,7425,0.47,847,2541,0.333,2644,4884,0.541,1336,1910,0.699,835,2985,3820,2096,618,440,1284,1701,9165,0,2019,LAL,26.2,37,45,37,45,-1.72,0.39,-1.33,107.8,109.5,-1.7,103.2,.257,.342,.554,.527,13.4,22.2,.180,.516,12.2,76.4,.192,STAPLES Center,"778,877","18,997",19780,.470,12.7,.658,.345,.155,.078,.080,.342,.541,.677,.387,.372,.419,.333,.539,.793,.084,572,.307,1257,.208,.348,11,0
17090,3006,6269,0.48,782,2242,0.349,2224,4027,0.552,1260,1728,0.729,757,2490,3247,1803,612,468,1077,1471,8054,1,2020,LAL,29.5,52,19,48,23,5.79,0.49,6.28,112.0,106.3,+5.7,100.9,.276,.358,.573,.542,13.3,24.5,.201,.515,14.1,78.8,.205,STAPLES Center,"588,907","18,997",17090,.480,13.4,.642,.315,.147,.084,.097,.358,.552,.723,.401,.401,.355,.349,.518,.831,.091,528,.277,1025,.260,.402,10,0
17455,2925,6197,0.472,796,2248,0.354,2129,3949,0.539,1241,1679,0.739,695,2490,3185,1775,562,386,1095,1377,7887,1,2021,LAL,28.2,42.0,30.0,42,30,2.79,-0.03,2.77,109.9,107.1,2.8,98.7,0.271,0.363,0.569,0.536,13.6,22.5,0.2,0.526,13.7,79.7,0.184,STAPLES Center,"23,313",648,17455,.472,13.5,.637,.288,.167,.105,.077,.363,.539,.701,.434,.403,.350,.354,.506,.877,.065,344,.282,1046,.250,.367,10,0
19980,3415,7279,0.469,982,2826,0.347,2433,4453,0.546,1380,1884,0.732,782,2826,3608,1968,626,425,1191,1654,9192,0,2022,LAL,30.2,33,49,33,49,-3.05,-0.03,-3.08,110.3,113.3,-3.0,100.1,.259,.388,.567,.537,12.8,21.1,.190,.540,12.2,75.8,.192,Crypto.com Arena,"764,631","18,650",19980,.469,14.0,.612,.277,.162,.087,.085,.388,.546,.710,.420,.409,.395,.347,.476,.825,.062,403,.310,1326,.229,.372,5,0
19880,3516,7298,0.482,885,2558,0.346,2631,4740,0.555,1691,2182,0.775,818,2930,3748,2072,526,378,1154,1466,9608,1,2023,LAL,27.9,43,39,42,40,0.57,-0.15,0.43,114.5,113.9,+0.6,101.3,.299,.351,.582,.542,12.3,22.8,.232,.535,10.9,76.3,.171,Crypto.com Arena,"763,168","18,614",19880,.482,13.2,.649,.261,.214,.095,.079,.351,.555,.728,.460,.425,.397,.346,.502,.849,.065,429,.305,1315,.238,.369,8,0
19805,2964,6679,0.444,382,1107,0.345,2582,5572,0.463,1349,1746,0.773,1059,2445,3504,1715,703,436,1144,1660,7659,1,2013,MEM,27.0,56,26,54,28,4.15,0.18,4.32,104.9,100.3,+4.6,88.4,.261,.166,.514,.472,13.3,31.0,.202,.475,15.2,74.3,.209,FedEx Forum,"681,613","16,625",19805,.444,11.5,.834,.304,.196,.125,.210,.166,.463,.583,.383,.405,.400,.345,.533,.885,.044,255,.238,858,.287,.396,12,0
